task_index,company_id,company_name,normalized_domain,company_type,crypto_project_likelihood,project_search_required,project_search_reason,project_name,project_url,status,completed_at,token_results,token_decision_reason,has_token_evidence,evidence_urls,evidence_source_types,confidence,needs_manual_review
12883,599891-23,Refraction,refractionfestival.com,media_or_education,high,yes,Official Refraction pages describe $REFRACT as the DAO token.,"[""Refraction""]","[""https://www.refractionfestival.com/""]",completed,2026-04-30T05:09:58Z,"[{""token_symbol"":""REFRACT"",""token_name"":""Refraction"",""token_url"":""https://www.refractionfestival.com/membership"",""reason"":""RefractionDAO is the original DAO/community organization for the Refraction ecosystem; official materials identify REFRACT as the DAO native cryptocurrency/governance token."",""evidence_urls"":[""https://www.refractionfestival.com/membership"",""https://www.refractionfestival.com/principles"",""https://paragraph.com/%40refraction/welcome-to-refractiondao""],""evidence_source_types"":[""official_site"",""official_site"",""official_blog""]}]",Refraction qualifies because official materials present RefractionDAO as the original community organization and define REFRACT as its native DAO token.,Official membership and principles pages describe $REFRACT as the DAO token.,https://www.refractionfestival.com/membership|https://www.refractionfestival.com/principles,official_site|official_site,high,no
12884,222647-14,BlockCAT Technologies,blockcat.io,dapp_or_product,high,yes,Official BlockCAT and CMC pages map the product to CAT.,"[""BlockCAT""]","[""https://blockcat.io/""]",completed,2026-04-30T05:09:58Z,"[{""token_symbol"":""CAT"",""token_name"":""BlockCAT"",""token_url"":""https://coinmarketcap.com/currencies/blockcat/"",""reason"":""BlockCAT Technologies is the original company behind the BlockCAT smart-contract platform and CAT token."",""evidence_urls"":[""https://blockcat.io/"",""https://blockchaintechnology-news.com/news/making-smart-contracts-more-accessible-with-blockcat/"",""https://coinmarketcap.com/currencies/blockcat/""],""evidence_source_types"":[""official_site"",""secondary_source"",""coinmarketcap""]}]",BlockCAT qualifies because evidence ties BlockCAT Technologies to the original BlockCAT platform and the company-created CAT token.,Official site and CoinMarketCap map BlockCAT to CAT.,https://blockcat.io/|https://coinmarketcap.com/currencies/blockcat/,official_site|coinmarketcap,high,no
12891,503768-44,Unlockd Finance,unlockd.finance,protocol_or_network,high,yes,"Docs and legacy site show UNLK tokenomics, but launch status remains unresolved.","[""Unlockd""]","[""https://unlockd.finance/"",""https://legacy.unlockd.finance/""]",completed,2026-04-30T05:09:58Z,"[{""token_symbol"":""UNLK"",""token_name"":""UNLK"",""token_url"":""https://docs.unlockd.finance/frequently-asked-questions/governance-and-token-faq"",""reason"":""Unlockd is the original protocol organization for the Unlockd liquidity protocol; official materials describe the UNLK token/airdrop and protocol beginnings."",""evidence_urls"":[""https://legacy.unlockd.finance/"",""https://docs.unlockd.finance/frequently-asked-questions/governance-and-token-faq"",""https://docs.unlockd.finance/the-lockeys/nft-genesis-collection""],""evidence_source_types"":[""official_site"",""official_docs"",""official_docs""]}]",Unlockd qualifies because official materials identify Unlockd as the protocol organization and describe UNLK as the protocol token/airdrop for early supporters.,"Official docs and legacy site show UNLK tokenomics/airdrop material, but the token launch is still pending.",https://legacy.unlockd.finance/|https://docs.unlockd.finance/the-lockeys/nft-genesis-collection|https://docs.unlockd.finance/frequently-asked-questions/governance-and-token-faq,official_site|official_docs|official_docs,medium,no
12892,503770-06,DEFIT,app.defit.com,dapp_or_product,high,yes,Official tokenomics pages state DEFIT is the one token.,"[""DEFIT""]","[""https://app.defit.com/"",""https://whitepaper.defit.com/""]",completed,2026-04-30T05:09:58Z,"[{""token_symbol"":""DEFIT"",""token_name"":""DEFIT"",""token_url"":""https://whitepaper.defit.com/tokenomics"",""reason"":""DEFIT is the original app/community organization for the DEFIT ecosystem; official tokenomics state it has one token, DEFIT."",""evidence_urls"":[""https://app.defit.com/"",""https://whitepaper.defit.com/tokenomics""],""evidence_source_types"":[""official_site"",""official_docs""]}]",DEFIT qualifies because the official app and whitepaper present DEFIT as the original ecosystem and define DEFIT as its single token.,Official whitepaper tokenomics and app pages state DEFIT is the single token.,https://app.defit.com/|https://whitepaper.defit.com/tokenomics,official_site|official_docs,high,no
12893,503784-64,dWallet Labs,dwalletlabs.com,protocol_or_network,high,yes,Current Ika docs and GitHub map dWallet Labs lineage to IKA.,"[""dWallet Labs"",""Ika""]","[""https://dwalletlabs.com/"",""https://ika.xyz/""]",completed,2026-04-30T05:09:58Z,"[{""token_symbol"":""IKA"",""token_name"":""Ika"",""token_url"":""https://coinmarketcap.com/currencies/ika/"",""reason"":""dWallet Labs is an original/core contributor and builder of the Ika protocol ecosystem; Ika materials define IKA as the native network token."",""evidence_urls"":[""https://dwalletlabs.com/"",""https://github.com/dwallet-labs/ika"",""https://gen.xyz/blog/ika-xyz"",""https://coinmarketcap.com/currencies/ika/""],""evidence_source_types"":[""official_site"",""github"",""secondary_source"",""coinmarketcap""]}]","dWallet Labs qualifies because official and corroborating sources identify it as a core/original builder of Ika, whose network token is IKA.","Current official Ika docs, GitHub, and CoinMarketCap map the dWallet Labs project to IKA.",https://dwalletlabs.com/|https://docs.ika.xyz/docs/core-concepts/dwallets|https://github.com/dwallet-labs/ika|https://coinmarketcap.com/currencies/ika/,official_site|official_docs|github|coinmarketcap,high,no
12895,503838-19,Fog Works,fogworks.io,infrastructure_or_data,high,yes,"Fog Works pages tie the product to DMC rewards, but the token is issued by the DMC Foundation.","[""Fog Works"",""W3 Storage Lab""]","[""https://fogworks.io/""]",completed,2026-04-30T05:09:58Z,"[{""token_symbol"":""DMC"",""token_name"":""DMC"",""token_url"":""https://coinmarketcap.com/currencies/datamall-coin/"",""reason"":""Fog Works / W3 Storage Lab is an original co-developer/builder of the Datamall Chain ecosystem alongside DMC Foundation; DMC is the Datamall Chain governance token."",""evidence_urls"":[""https://fogworks.io/what-is-the-dmc-token-and-what-can-you-do-with-it/"",""https://fogworks.io/featuredcontent/twitter-space-decentralized-storage-for-creative-industries-artists-devs/"",""https://finyear.com/gate-ventures-joins-funding-of-datamall-chain-foundation_a48432.html"",""https://coinmarketcap.com/currencies/datamall-coin/""],""evidence_source_types"":[""official_site"",""official_site"",""secondary_source"",""coinmarketcap""]}]",Fog Works qualifies as a the rule co-founding/original ecosystem builder: evidence ties Fog Works/W3 Storage Lab to development of Datamall Chain with DMC Foundation and DMC is the chain token.,"Fog Works pages tie Foggie rewards to $DMC, but the token is issued by the DMC Foundation.",https://fogworks.io/what-is-the-dmc-token-and-what-can-you-do-with-it/|https://fogworks.io/press-kit/|https://fogworks.io/press-release/w3-storage-lab-changes-name-to-fog-works/|https://dmctech.io/,official_site|official_site|official_site|official_docs,medium,no
12907,599633-92,3air,3air.io,protocol_or_network,high,yes,Blockchain telecom and network project with an explicit native token 3AIR used for access staking rewards and governance,"[""3air""]","[""https://3air.io/""]",completed,2026-04-30T11:45:33Z,"[{""token_symbol"":""3AIR"",""token_name"":""3air"",""token_url"":""https://coinmarketcap.com/currencies/3air/"",""reason"":""3air is the original blockchain-based connectivity platform behind the 3air ecosystem and its native 3AIR token, launched for the platform's digital services."",""evidence_urls"":[""https://www.globenewswire.com/news-release/2022/09/22/2520931/0/en/3air-blockchain-based-connectivity-and-global-economic-inclusion-solution-launches-on-mexc-exchange-sept-22nd.html"",""https://www.skale.space/blog/3air-to-move-project-on-to-skale-network"",""https://coinmarketcap.com/currencies/3air/""],""evidence_source_types"":[""press_release"",""secondary_source"",""coinmarketcap""]}]","3air is the original blockchain-based connectivity platform behind the 3air ecosystem and its native 3AIR token, launched for the platform's digital services.",Official and market sources identify 3AIR as the project's native fungible token used for services staking and governance,https://3air.io/|https://coinmarketcap.com/currencies/3air/|https://coinpaprika.com/coin/3air-3air/|https://blockspot.io/coin/3air/,official_site|coinmarketcap|coinpaprika|secondary_source,high,no
12910,504006-13,Bened,bened.cc,protocol_or_network,high,yes,Open-source proof-of-time-stake cryptocurrency with a clear fungible token BND; full mapping required,"[""Bened""]","[""https://bened.cc/""]",completed,2026-04-30T11:45:33Z,"[{""token_symbol"":""BND"",""token_name"":""Bened"",""token_url"":""https://coincodex.com/crypto/bened/"",""reason"":""Bened is the original open-source blockchain platform for the BND network, and project sources identify BND as the coin used by that blockchain platform."",""evidence_urls"":[""https://bened.cc/"",""https://github.com/BENEDcrypto"",""https://www.prnewswire.com/news-releases/xtcom-lists-bened-bnd-with-usdt-trading-pair-301584275.html"",""https://coinpaprika.com/coin/bnd-bened/""],""evidence_source_types"":[""official_site"",""github"",""press_release"",""coinpaprika""]}]","Bened is the original open-source blockchain platform for the BND network, and project sources identify BND as the coin used by that blockchain platform.",Official and market sources identify Bened as an open-source proof-of-time-stake cryptocurrency with BND as the fungible token,https://bened.cc/|https://www.prnewswire.com/news-releases/xtcom-lists-bened-bnd-with-usdt-trading-pair-301584275.html|https://coincodex.com/crypto/bened/|https://coinpaprika.com/coin/bnd-bened/,official_site|secondary_source|secondary_source|secondary_source,high,no
12914,504039-07,Particl,particl.io,protocol_or_network,high,yes,Privacy-focused marketplace and currency project with a clear native token PART,"[""Particl""]","[""https://particl.io/""]",completed,2026-04-30T11:45:33Z,"[{""token_symbol"":""PART"",""token_name"":""Particl"",""token_url"":""https://www.coingecko.com/en/coins/particl"",""reason"":""Particl is the original project organization behind the Particl proof-of-stake blockchain ecosystem, and PART is its native privacy coin."",""evidence_urls"":[""https://particl.io/about"",""https://academy.particl.io/en/latest/particl-blockchain/blockchain_part_overview.html"",""https://www.coingecko.com/en/coins/particl""],""evidence_source_types"":[""official_site"",""official_docs"",""coingecko""]}]","Particl is the original project organization behind the Particl proof-of-stake blockchain ecosystem, and PART is its native privacy coin.",Official Particl pages identify PART as the native privacy currency and governance asset,https://particl.io/|https://particl.io/about|https://particl.io/downloads|https://www.coingecko.com/en/coins/particl,official_site|official_docs|official_docs|coingecko,high,no
12917,504089-29,Optim Finance,optim.finance,protocol_or_network,high,yes,Full search confirmed the active O token after migration from OADA.,"[""OADA""]","[""https://optim-finance.gitbook.io/optim-finance""]",completed,,"[{""token_symbol"":""O"",""token_name"":""Optim Finance"",""token_url"":""https://www.coingecko.com/en/coins/optim-finance"",""reason"":""Optim Finance is the original protocol ecosystem for Optim, and official docs describe O as the token that powers and decentralizes the Optim protocol and DAO after migration."",""evidence_urls"":[""https://www.optim.finance/"",""https://optim-finance.gitbook.io/optim-finance/governance/tokenomics"",""https://www.optim.finance/whitepaper.pdf"",""https://optim-labs.medium.com/optim-token-migration-5cca1ad8d254""],""evidence_source_types"":[""official_site"",""official_docs"",""official_docs"",""official_blog""]}]","Optim Finance is the original protocol ecosystem for Optim, and official docs describe O as the token that powers and decentralizes the Optim protocol and DAO after migration.",Official site docs and CoinGecko show O as the current Optim Finance token.,https://www.optim.finance/|https://optim-finance.gitbook.io/optim-finance|https://www.coingecko.com/en/coins/optim-finance,official_site|official_docs|coingecko,high,no
12918,504091-18,Elixir Network,elixir.xyz,protocol_or_network,high,yes,Full search confirmed ELX as the native utility/governance token.,"[""Elixir""]","[""https://www.elixir.xyz/""]",completed,,"[{""token_symbol"":""ELX"",""token_name"":""ELX"",""token_url"":""https://docs.elixir.xyz/elx-role-in-the-elixir-ecosystem"",""reason"":""Elixir Network is the original network ecosystem, and official docs identify ELX as the native utility and governance token launched with the Genesis Validator program to secure and decentralize the network."",""evidence_urls"":[""https://docs.elixir.xyz/technical-architecture"",""https://docs.elixir.xyz/elx-role-in-the-elixir-ecosystem"",""https://www.elixir.xyz/""],""evidence_source_types"":[""official_docs"",""official_docs"",""official_site""]}]","Elixir Network is the original network ecosystem, and official docs identify ELX as the native utility and governance token launched with the Genesis Validator program to secure and decentralize the network.",Official docs and claim page confirm ELX as Elixir's native token.,https://docs.elixir.xyz/|https://claim.elixir.xyz/|https://www.elixir.xyz/,official_docs|official_site|official_site,high,no
12922,504123-49,Relation Labs,relationlabs.ai,protocol_or_network,high,yes,Full search confirmed REL as the native token of Relation Protocol.,"[""Relation Protocol""]","[""https://docs.relationlabs.ai/""]",completed,,"[{""token_symbol"":""REL"",""token_name"":""REL"",""token_url"":""https://coinmarketcap.com/currencies/relation-labs/"",""reason"":""Relation Labs is the original organization behind Relation Protocol, a decentralized social graph protocol, and REL is the token at the heart of that protocol ecosystem."",""evidence_urls"":[""https://docs.relationlabs.ai/whitepaper"",""https://relationlabs.gitbook.io/whitepaper/relation-a-decentralized-social-graph-protocol/tokenomics"",""https://coinmarketcap.com/currencies/relation-labs/""],""evidence_source_types"":[""official_docs"",""official_docs"",""coinmarketcap""]}]","Relation Labs is the original organization behind Relation Protocol, a decentralized social graph protocol, and REL is the token at the heart of that protocol ecosystem.","Official docs, forum governance, and CoinMarketCap identify REL as the Relation token.",https://docs.relationlabs.ai/|https://coinmarketcap.com/currencies/relation-labs/|https://forum.relationlabs.ai/about|https://relationlabs.gitbook.io/whitepaper/relation-a-decentralized-social-graph-protocol/tokenomics,official_docs|coinmarketcap|official_site|official_docs,high,no
12926,504160-21,ZetaChain,zetachain.com,protocol_or_network,high,yes,Full search confirmed ZETA as ZetaChain's native token.,"[""ZetaChain""]","[""https://www.zetachain.com/""]",completed,,"[{""token_symbol"":""ZETA"",""token_name"":""ZETA"",""token_url"":""https://www.coingecko.com/en/coins/zetachain"",""reason"":""ZetaChain is the original Layer 1 blockchain ecosystem and official docs identify ZETA as the native token used for staking, gas, and governance."",""evidence_urls"":[""https://www.zetachain.com/docs/start/zetachain"",""https://www.zetachain.com/docs/developers/evm/zeta"",""https://www.zetachain.com/company"",""https://www.coingecko.com/en/coins/zetachain""],""evidence_source_types"":[""official_docs"",""official_docs"",""official_site"",""coingecko""]}]","ZetaChain is the original Layer 1 blockchain ecosystem and official docs identify ZETA as the native token used for staking, gas, and governance.",Official site and token pages confirm ZETA as ZetaChain's token.,https://www.zetachain.com/|https://www.zetachain.com/company|https://www.coingecko.com/en/coins/zetachain,official_site|official_site|coingecko,high,no
12933,505061-38,Kingaru,kingaru.com,protocol_or_network,high,yes,Blockchain retail network with explicit KRU native coin; full search confirmed mapping.,"[""Kingaru""]","[""https://kingaru.com""]",completed,,"[{""token_symbol"":""KRU"",""token_name"":""Kingaru"",""token_url"":""https://coinmarketcap.com/currencies/kingaru/"",""reason"":""Kingaru is the original retail-focused Layer 1/blockchain project; KRU is described as its native coin created at genesis, with the founding/team history identified for the Kingaru network."",""evidence_urls"":[""https://coinmarketcap.com/currencies/kingaru/"",""https://kingaru.com/wp-content/uploads/2024/04/Kingaru-Introduction-4-12-2024.pdf""],""evidence_source_types"":[""coinmarketcap"",""official_docs""]}]",Kingaru qualifies because it is the original blockchain/network project and KRU is its native genesis coin.,Official site and BitMart/CMC identify KRU as Kingaru's native coin.,https://www.bitmart.com/en-US/support/articles/7923014477723/360001026214/9876385891099|https://coinmarketcap.com/currencies/kingaru/|https://kingaru.com/,secondary_source|coinmarketcap|official_site,high,no
12952,222217-39,Zilliqa,zilliqa.com,protocol_or_network,high,yes,Blockchain platform with native ZIL token and governance token gZIL.,"[""Zilliqa""]","[""https://www.zilliqa.com/""]",completed,,"[{""token_symbol"":""ZIL"",""token_name"":""ZIL"",""token_url"":""https://roadmap.zilliqa.com/about-zilliqa"",""reason"":""Zilliqa is an original/founded Layer 1 blockchain ecosystem, and official Zilliqa materials identify ZIL as the native token used across the network."",""evidence_urls"":[""https://roadmap.zilliqa.com/about-zilliqa"",""https://blog.zilliqa.com/more-details-on-zilliqas-token-generation-event-4e1b78e0cf5a/"",""https://blog.zilliqa.com/press-release-zilliqa-zil-listed-on-okcoin-japan/""],""evidence_source_types"":[""official_site"",""official_blog"",""official_blog""]},{""token_symbol"":""gZIL"",""token_name"":""Governance ZIL"",""token_url"":""https://blog.zilliqa.com/gzil-holders-to-manage-community-fund-and-supercharge-zilliqas-ecosystem/"",""reason"":""Zilliqa is the founded Layer 1 blockchain ecosystem, and official materials identify gZIL as a governance token for managing Zilliqa ecosystem funding/governance."",""evidence_urls"":[""https://roadmap.zilliqa.com/about-zilliqa"",""https://blog.zilliqa.com/gzil-holders-to-manage-community-fund-and-supercharge-zilliqas-ecosystem/"",""https://gov.zilliqa.com/""],""evidence_source_types"":[""official_site"",""official_blog"",""official_governance""]}]",Zilliqa qualifies because official materials identify it as a founded Layer 1 blockchain and identify ZIL and gZIL as ecosystem/native/governance tokens.,Official Zilliqa pages identify ZIL as the native token and gZIL as the governance token.,https://www.zilliqa.com/|https://www.zilliqa.com/what-is-zil|https://www.zilliqa.com/governance|https://coinmarketcap.com/currencies/zilliqa/,official_site|official_site|official_site|coinmarketcap,high,no
12955,600402-79,Chakra (Financial Software),chakrachain.io,protocol_or_network,high,yes,Chakra's settlement network docs and explorer identify the CKR token.,"[""Chakra""]","[""https://www.chakrachain.io/""]",completed,,"[{""token_symbol"":""CKR"",""token_name"":""CKR"",""token_url"":""https://explorer-tn.chakrachain.io/tokens"",""reason"":""Chakra is the original modular settlement network/chain project, and its official site plus Chakra Settlement Chain explorer identify the CKR network token."",""evidence_urls"":[""https://www.chakrachain.io/"",""https://explorer-tn.chakrachain.io/tokens""],""evidence_source_types"":[""official_site"",""explorer""]}]","Chakra qualifies because it is the protocol/network itself rather than a later dApp or participant, and CKR is identified on its settlement-chain explorer.",Official Chakra docs and the Blockscout explorer identify CKR as the network token.,https://www.chakrachain.io/|https://explorer-tn.chakrachain.io/tokens,official_site|explorer,high,no
12962,1166635-54,Final DeFi,final-de.fi,protocol_or_network,high,yes,Post-quantum DeFi protocol with explicit PHI tokenomics.,"[""Final DeFi""]","[""https://final-de.fi/""]",completed,,"[{""token_symbol"":""PHI"",""token_name"":""PHI"",""token_url"":""https://final-de.fi/whitepaper.html"",""reason"":""Official Final DeFi materials present Final DeFi as the original post-quantum L0/L1 protocol organization and define PHI as the Final Chain native cryptocurrency."",""evidence_urls"":[""https://final-de.fi/"",""https://final-de.fi/whitepaper.html""],""evidence_source_types"":[""official_site"",""official_docs""]}]","Final DeFi qualifies under the rule because official materials present it as the original organization building the post-quantum Final DeFi/Final Chain protocol, and the whitepaper defines PHI as the native token.",Official site and whitepaper explicitly describe PHI tokenomics for Final DeFi; external PHI token pages are ambiguous.,https://final-de.fi/|https://final-de.fi/whitepaper.html,official_site|official_docs,medium,no
12980,127599-49,Tari Coin,,protocol_or_network,high,yes,Bitcoin ecosystem protocol with XTM/XTR token family.,"[""Tari""]","[""https://www.tari.com/""]",completed,,"[{""token_symbol"":""XTM"",""token_name"":""Minotari"",""token_url"":""https://www.tari.com/tokenomics"",""reason"":""Tari Labs is identified as creator/steward of the Tari protocol, and official Tari tokenomics define Minotari (XTM) as the layer-1 token."",""evidence_urls"":[""https://tarilabs.com/"",""https://github.com/tari-project/monero-address-creator/security"",""https://www.tari.com/tokenomics"",""https://www.g2.com/sellers/tari-labs""],""evidence_source_types"":[""official_site"",""github"",""official_docs"",""secondary_source""]},{""token_symbol"":""XTR"",""token_name"":""Tari"",""token_url"":""https://www.tari.com/tokenomics"",""reason"":""Tari Labs is identified as creator/steward of the Tari protocol, and official Tari tokenomics define Tari (XTR) as the layer-2 token created from XTM."",""evidence_urls"":[""https://tarilabs.com/"",""https://github.com/tari-project/monero-address-creator/security"",""https://www.tari.com/tokenomics"",""https://www.g2.com/sellers/tari-labs""],""evidence_source_types"":[""official_site"",""github"",""official_docs"",""secondary_source""]}]",Tari qualifies under the rule because Tari Labs is identified as the creator/steward of the Tari protocol and official tokenomics define the XTM/XTR token family for the original protocol ecosystem.,Official site and tokenomics define Minotari (XTM) and Tari (XTR) as Tari's token family.,https://www.tari.com/|https://www.tari.com/tokenomics,official_site|official_docs,high,no
13037,502911-82,STFX,stfx.io,protocol_or_network,high,yes,Official docs and market pages clearly document the native STFX utility token.,"[""STFX""]","[""https://stfx.io/"",""https://docs.stfx.io/""]",completed,,"[{""token_symbol"":""STFX"",""token_name"":""STFX"",""token_url"":""https://docs.stfx.io/usdstfx-token"",""reason"":""Official STFX materials identify STFX as the protocol/platform and $STFX as its native token, supporting STFX as the original protocol organization for the STFX ecosystem."",""evidence_urls"":[""https://docs.stfx.io/usdstfx-token"",""https://docs.stfx.io/"",""https://stfx.io/"",""https://forum.arbitrum.foundation/t/stfx-ltipp-application-final/21790""],""evidence_source_types"":[""official_docs"",""official_docs"",""official_site"",""governance_forum""]}]",STFX qualifies for the rule because the company/project is the original STFX protocol organization and official docs identify STFX as the native token of that platform.,Official docs and market pages clearly document the native STFX utility token.,https://docs.stfx.io/usdstfx-token|https://stfx.io/|https://coinmarketcap.com/currencies/stfx/,official_docs|official_site|coinmarketcap,high,no
13038,502922-26,Tower,tower.fi,protocol_or_network,high,yes,"Official docs show the legacy QSR token migrating to Tower's TWR token, so both tickers are relevant.","[""Tower"",""Quasar Finance""]","[""https://www.tower.fi/"",""https://quasar.fi/""]",completed,,"[{""token_symbol"":""QSR"",""token_name"":""Quasar"",""token_url"":""https://docs.quasar.fi/core/usdqsr-token"",""reason"":""Quasar/Tower official materials identify Quasar as an application-specific blockchain/protocol that became Tower.fi and document the QSR token, supporting Tower/Quasar as the original protocol organization for QSR."",""evidence_urls"":[""https://quasar.fi/"",""https://docs.quasar.fi/core/usdqsr-token"",""https://github.com/quasar-finance"",""https://coinmarketcap.com/currencies/quasar-2/""],""evidence_source_types"":[""official_site"",""official_docs"",""github"",""coinmarketcap""]}]",Tower qualifies for the rule for the legacy QSR token through the Quasar Finance lineage. TWR is not included here because current evidence did not establish it as a launched qualifying token after the migration uncertainty.,"Official docs show the legacy QSR token migrating to Tower's TWR token, so both tickers are relevant.",https://www.tower.fi/|https://docs.tower.fi/|https://quasar.fi/|https://docs.quasar.fi/core/usdqsr-token|https://coinmarketcap.com/currencies/quasar/,official_site|official_docs|official_site|official_docs|coinmarketcap,medium,no
13041,502983-46,Trikon,trikon.io,infrastructure_or_data,high,yes,Secondary analytics and ICO pages identify TRK as the Trikon Ecosystem token.,"[""Trikon"",""Trikon Ecosystem""]","[""https://trikon.io/"",""https://docs.trikon.io/""]",completed,,"[{""token_symbol"":""TRK"",""token_name"":""TRK"",""token_url"":""https://medium.com/%40Trikon_Official/trikons-vision-for-a-sustainable-gaming-economy-374a4be3bf9c"",""reason"":""Trikon official materials describe Trikon as the Web3 OS/ecosystem organization and identify $TRK as its native governance token, supporting Trikon as the original organization for the TRK ecosystem."",""evidence_urls"":[""https://docs.trikon.io/introduction"",""https://medium.com/%40Trikon_Official/trikons-vision-for-a-sustainable-gaming-economy-374a4be3bf9c"",""https://icoholder.com/en/trikon-1079676""],""evidence_source_types"":[""official_docs"",""official_blog"",""secondary_source""]}]",Trikon qualifies for the rule because the company/project is the original Trikon Web3 OS/ecosystem organization and official materials identify TRK as the native governance token.,Secondary analytics and ICO pages identify TRK as the Trikon Ecosystem token.,https://docs.trikon.io/|https://alphagrowth.io/trikon-ecosystem|https://icoholder.com/en/trikon-1079676|https://link3.to/trikon,official_docs|secondary_source|secondary_source|secondary_source,medium,no
13044,503011-00,Sinso,sinso.io,infrastructure_or_data,high,yes,Official site and market pages document the SINSO native token.,"[""SINSO""]","[""https://www.sinso.io/""]",completed,,"[{""token_symbol"":""SINSO"",""token_name"":""SINSO"",""token_url"":""https://www.sinso.io/"",""reason"":""Official SINSO materials and token data pages identify SINSO as Web3/Filecoin infrastructure and document the SINSO token, supporting Sinso as the original organization for the SINSO infrastructure ecosystem."",""evidence_urls"":[""https://www.sinso.io/"",""https://www.sinso.io/docs"",""https://coinmarketcap.com/currencies/sinso/""],""evidence_source_types"":[""official_site"",""official_docs"",""coinmarketcap""]}]",Sinso qualifies for the rule because the company/project is the original SINSO Web3 infrastructure organization and official/market sources identify the SINSO token.,Official site and market pages document the SINSO native token.,https://www.sinso.io/|https://coinmarketcap.com/currencies/sinso/,official_site|coinmarketcap,high,no
13066,503284-78,RISC Zero,risczero.com,infrastructure_or_data,high,yes,ZK infrastructure now launching Boundless / ZKC; full search needed to resolve company-to-project transition.,[],[],completed,2026-04-30T05:19:56Z,"[{""token_symbol"":""ZKC"",""token_name"":""ZK Coin"",""token_url"":""https://coinmarketcap.com/currencies/boundless/"",""reason"":""Official Boundless materials state that RISC Zero originally incubated/built Boundless and identify ZKC as the native token of the Boundless protocol."",""evidence_urls"":[""https://boundless.network/blog/introducing-zk-coin/"",""https://boundless.network/blog/introducing-the-boundless-foundation/"",""https://www.binance.com/en/research/projects/boundless""],""evidence_source_types"":[""official_blog"",""official_blog"",""secondary_source""]}]","RISC Zero qualifies for the rule because official Boundless materials identify it as the original incubating/building company behind Boundless, whose native protocol token is ZKC.","RISC Zero incubated Boundless, and Boundless now documents ZKC as its native token on the official blog and token pages.",https://risczero.com/our-story|https://boundless.network/blog/introducing-zk-coin|https://coinmarketcap.com/currencies/boundless/|https://www.coingecko.com/en/coins/boundless,official_site|official_site|official_site|coinmarketcap|coingecko,medium,no
13076,221770-09,Wanchain,wanchain.org,protocol_or_network,high,yes,Cross-chain protocol with native token and staking derivative; full token-family search warranted.,"[""Wanchain""]","[""https://www.wanchain.org/""]",completed,2026-04-30T05:19:56Z,"[{""token_symbol"":""WAN"",""token_name"":""WAN coin"",""token_url"":""https://docs.wanchain.org/cross-chain-infrastructure/wan-coin"",""reason"":""Wanchain is the original L1/interoperability protocol ecosystem documented as founded in 2017, and official docs identify WAN as the native asset of the Wanchain L1 blockchain."",""evidence_urls"":[""https://docs.wanchain.org/"",""https://docs.wanchain.org/cross-chain-infrastructure/wan-coin"",""https://media.abnnewswire.net/media/en/docs/92537-WAN_Whitepaper.pdf""],""evidence_source_types"":[""official_docs"",""official_docs"",""whitepaper""]},{""token_symbol"":""xWAN"",""token_name"":""xWAN"",""token_url"":""https://docs.wanchain.org/cross-chain-infrastructure/wan-coin/xwan"",""reason"":""Wanchain is the original L1/interoperability protocol ecosystem, and official docs describe xWAN as an escrowed WAN derivative used throughout the Wanchain ecosystem."",""evidence_urls"":[""https://docs.wanchain.org/"",""https://docs.wanchain.org/cross-chain-infrastructure/wan-coin"",""https://docs.wanchain.org/cross-chain-infrastructure/wan-coin/xwan""],""evidence_source_types"":[""official_docs"",""official_docs"",""official_docs""]}]",Wanchain qualifies for the rule because it is the original Wanchain L1/interoperability protocol ecosystem; official materials document its founding and its WAN/xWAN token family.,Official docs identify WAN as the native asset and xWAN as its escrowed staking derivative.,https://docs.wanchain.org/|https://docs.wanchain.org/introduction/what-is-the-wan-coin|https://docs.wanchain.org/cross-chain-infrastructure/wan-coin/xwan,official_docs|official_docs|official_docs,high,no
13095,596920-06,Solayer,solayer.org,protocol_or_network,high,yes,Restaking network with native LAYER token; full mapping required.,"[""Solayer""]","[""https://www.solayer.org/""]",completed,,"[{""token_symbol"":""LAYER"",""token_name"":""LAYER Token"",""token_url"":""https://docs.solayer.org/documentation/Tokenomics"",""reason"":""Official Solayer materials identify Solayer as the organization building Solayer Chain and its protocol/product stack, and identify $LAYER as the native token for Solayer Chain and governance token for Solayer protocol suites."",""evidence_urls"":[""https://docs.solayer.org/documentation/Tokenomics"",""https://docs.solayer.org/documentation/solayer-chain"",""https://solayer.org/""],""evidence_source_types"":[""official_docs"",""official_docs"",""official_site""]}]",Solayer satisfies the rule because the company/project is the original organization behind Solayer Chain and the official docs tie LAYER to that blockchain/protocol ecosystem.,Official docs state $LAYER is the native/governance token for Solayer Chain.,https://docs.solayer.org/documentation/Tokenomics|https://docs.solayer.org/developers/developer-tools/solayer-price-feeds|https://www.solayer.org/,official_docs|official_docs|official_site,high,no
