task_index,company_id,company_name,normalized_domain,company_type,crypto_project_likelihood,project_search_required,project_search_reason,project_name,project_url,status,completed_at,token_symbol,token_decision_reason,has_token_evidence,evidence_urls,evidence_source_types,confidence,needs_manual_review,token_results
13657,596846-08,1WorldBlockchain,1worldblockchain.com,dapp_or_product,high,yes,Secondary ICO pages map 1WorldBlockchain to WBD; current official confirmation unavailable.,"[""1WorldBlockchain""]","[""https://1worldblockchain.com/""]",completed,2026-04-30T05:58:40Z,"[""WBD""]","the rule is provisionally positive because ICO-era sources describe 1WorldBlockchain as the original platform behind the WBD ecosystem, but the evidence is secondary/legacy and current official confirmation is unavailable.",Secondary ICO pages and archived company references map 1WorldBlockchain to WBD; current official source unavailable.,https://icomarks.ai/ico/1worldblockchain|https://foundico.com/ico/1worldblockchain.html|https://1worldblockchain.blogspot.com/2019/03/real-time-cross-border-payments-using.html,secondary_source|secondary_source|secondary_source,low,yes,"[{""token_symbol"":""WBD"",""token_name"":""WBD"",""token_url"":""https://icomarks.ai/ico/1worldblockchain"",""reason"":""ICO sources present 1WorldBlockchain as the original cross-border payment platform organization with WBD at the heart of the 1WorldBlockchain ecosystem; current official corroboration is unavailable."",""evidence_urls"":[""https://icomarks.ai/ico/1worldblockchain"",""https://foundico.com/ico/1worldblockchain.html"",""https://1worldblockchain.blogspot.com/2019/03/real-time-cross-border-payments-using.html""],""evidence_source_types"":[""secondary_source"",""secondary_source"",""secondary_source""]}]"
13667,596168-02,Earn Finex,earnfinex.com,protocol_or_network,high,yes,Secondary token pages map Earnfinex to EFX; current official source is a parked/default page.,"[""Earnfinex""]","[""https://earnfinex.com/""]",completed,2026-04-30T05:58:40Z,"[""EFX""]","the rule is provisionally positive because token/IEO materials describe Earnfinex as the original platform and blockchain-service organization behind EFX, but the current official site is not available for confirmation.","Secondary token pages map Earnfinex to EFX, but the current official source is a parked/default page.",https://earnfinex.com/|https://coinmarketcap.com/currencies/earnfinex/|https://coincodex.com/crypto/earnfinex/,official_site|coinmarketcap|secondary_source,low,yes,"[{""token_symbol"":""EFX"",""token_name"":""Earnfinex"",""token_url"":""https://coinmarketcap.com/currencies/earnfinex/"",""reason"":""Token and IEO sources present Earnfinex as the original platform/blockchain service behind EFX; current official corroboration is unavailable."",""evidence_urls"":[""https://coinmarketcap.com/currencies/earnfinex/"",""https://coincodex.com/crypto/earnfinex/"",""https://medium.com/chainxofficial/earnfinex-efx-ieo-on-chainx-f2ec38f149ea""],""evidence_source_types"":[""coinmarketcap"",""secondary_source"",""secondary_source""]}]"
13675,502653-70,Three Towers (Entertainment Software),3towers.ae,gaming_or_nft,high,yes,Official Medium FAQ identifies NSOL token for Edensol.,"[""Edensol""]","[""https://edensol.net/""]",completed,2026-04-30T05:58:40Z,"[""NSOL""]",the rule is provisionally positive because Edensol materials identify NSOL as the project token and secondary sources identify Three Towers as an original co-developer; manual review is needed because the official FAQ names Golem House as the creator while secondary sources add Three Towers.,Official Edensol Medium FAQ identifies NSOL as the project token; F6S and ChainPlay corroborate the Three Towers/Edensol linkage.,https://edensol.net/|https://medium.com/@edensol/faq-all-you-need-to-know-about-edensol-766d9ef4c908|https://www.f6s.com/company/edensol|https://chainplay.gg/games/edensol/,official_site|official_site|secondary_source|secondary_source,high,yes,"[{""token_symbol"":""NSOL"",""token_name"":""Edensol"",""token_url"":""https://medium.com/@edensol/faq-all-you-need-to-know-about-edensol-766d9ef4c908"",""reason"":""Edensol official materials identify NSOL as the basis of the Edensol gaming ecosystem, and startup/project sources identify Three Towers as an original co-developer with Golem House."",""evidence_urls"":[""https://medium.com/@edensol/faq-all-you-need-to-know-about-edensol-766d9ef4c908"",""https://www.f6s.com/company/edensol"",""https://web3.bitget.com/zh-TC/dapp/edensol-27405""],""evidence_source_types"":[""official_site"",""secondary_source"",""secondary_source""]}]"
13762,501922-81,Auth3,auth3.network,protocol_or_network,medium,yes,"Data-network / DID infrastructure could have a token, but no supported ticker was confirmed","[""Auth3 Network""]","[""https://auth3.network/""]",completed,,[],"Older Auth3 materials mention a possible AUTH3 platform token, but current support for a live token page/contract and an official founding-organization role remains insufficient for the rule inclusion.","Secondary sources describe Auth3 Network's data marketplace and DID infrastructure, but no explicit fungible token ticker was identified.",https://www.f6s.com/company/auth3-network|https://messari.io/project/auth3-network/profile|https://bouncewatch.com/explore/startup/auth3-network,secondary_source|secondary_source|secondary_source,low,yes,[]
13685,501495-22,Beijing Digital Force Field Technology,,unclear,unclear,yes,Public identity is sparse and I could not verify a company-owned fungible token for the Disco Phantom/avatar platform.,[],[],completed,,[],the rule is unresolved after reasonable search: public evidence for Beijing Digital Force Field Technology / Disco Phantom is too sparse to confirm a fungible token or exclude a founding-token role with high confidence.,I could not verify any company-owned fungible token for the sparse public identity I found.,https://www.bloomberg.com/profile/company/2105696D:CH,secondary_source,low,yes,[]
13688,501944-68,BDG,b-datagray.com,infrastructure_or_data,medium,yes,I could not verify a company-owned fungible token for the decentralized cloud platform described in the row.,[],[],completed,,[],"the rule is unresolved after reasonable search: B-Datagray/BDG official pages describe decentralized computing infrastructure and utility-token plans including DataGen, but I could not confirm a launched fungible ticker or a the rule founding-token mapping.",No supported fungible token was verified for BDG/B-Datagray.,https://www.b-datagray.com/,official_site,low,yes,[]
13696,502948-27,Dachain,dachain.com,dapp_or_product,medium,yes,"Official company pages and secondary token pages conflict, and I could not verify a company-owned fungible token.",[],[],completed,,[],"the rule is unresolved after reasonable search: Dachain official/company evidence and secondary DAC-token material conflict, so I could not confirm a company-founded fungible token ecosystem under the rule.",Official company pages and secondary token pages conflict; I could not verify a company-owned fungible token.,https://it.linkedin.com/company/dachain|https://medium.com/dachain/about|https://www.crunchbase.com/organization/dachain|https://www.bitrue.com/blog/what-is-dac-understanding-dachain-tokenomics-and-infrastructure,official_site|official_site|secondary_source|secondary_source,low,yes,[]
13915,501763-51,Tuling Art,tlinkart.com,gaming_or_nft,medium,yes,Tuling Art has live-site identity ambiguity and no supported company-owned fungible token surfaced after a bounded search.,"[""Tuling Art""]","[""https://tlinkart.com/""]",completed,,[],No the rule token because Tuling Art identity remains ambiguous and no reliable fungible token or founding-entity source was found.,"Search results for tlinkart.com are generic / mismatched with the dataset row, so the project identity remains ambiguous and manual review is warranted.",https://www.ipaddress.com/website/tlinkart.com/|https://www.ipaddress.com/website/www.tlinkart.com/,secondary_source|secondary_source,low,yes,[]
13919,501835-06,Zharta,zharta.io,protocol_or_network,high,yes,"Zharta has an official token-rewards program, but no authoritative ticker or token data page was found, so the ticker remains unresolved.","[""Zharta""]","[""https://www.zharta.io/""]",completed,,[],No the rule token because Zharta token rewards lack an authoritative ticker or token page so the rule status remains unresolved.,"Official blog posts confirm Zharta Token Rewards and a planned TGE, but no authoritative ticker/token page surfaced.",https://www.zharta.io/blog/introducing-zharta-token-rewards|https://www.zharta.io/blog/a-new-era-for-nft-finance|https://www.zharta.io/blog/first-fixed-rate-borrow-loop-on-tokenized-securities|https://www.zharta.io/,official_site|official_site|official_site|official_site,low,yes,[]
14117,594189-37,Zeko Labs,zeko.io,protocol_or_network,high,yes,Light search found no supported fungible token for the Zeko protocol.,"[""Zeko Labs""]","[""https://zeko.io/"",""https://docs.zeko.io/introduction/what-is-zeko""]",completed,2026-04-30T06:45:15Z,[],"Zeko Labs is the original developer of Zeko Protocol, but the rule token inclusion remains unresolved: accessible official docs did not confirm a live fungible token, while public ZEKO-token references are thin or not fully accessible.",Official site and docs describe a zero-knowledge scaling protocol but no supported fungible token surfaced.,https://zeko.io/|https://docs.zeko.io/introduction/what-is-zeko|https://docs.zeko.io/introduction/why-zeko.html,official_site|official_docs|official_docs,medium,yes,[]
14190,498314-44,Giants Planet,giantsprotocol.ai,protocol_or_network,high,yes,Rebranded web3 ecosystem with BGPS token and future Rune conversion language; full token-family search required.,"[""Giants Planet""]","[""https://giantsprotocol.ai/""]",completed,2026-04-30T06:45:03Z,[],"the rule remains unresolved: the task maps legacy BGPS from secondary sources, while current Giants Protocol materials and later secondary reports point to different token lineage; no official source was found establishing BGPS/G as a the rule founding token.","Secondary coverage identifies BGPS as Giants Planet's central currency, and current announcements discuss future GIANTSPLANETRUNE conversion.",https://www.gate.com/th/learn/articles/an-article-explaining-giants-planet/2028|https://www.barchart.com/story/news/25582211/giants-planet-leading-the-integration-of-bitcoin-layer-2-with-real-world-applications|https://www.pressreleasecc.com/2024/04/22/unlocking-new-realms-giants-planet-introduces-runes-to-revolutionize-blockchain-ecosystem/,secondary_source|secondary_source|secondary_source,low,yes,[]
14139,594395-56,Crypto Principle,cryptoprinciple.io,gaming_or_nft,low,yes,"Exact-domain and project-name probes found a crypto-learning game, but secondary project/token signals were not enough to verify a supported fungible token ticker.","[""Cryptoprinciple""]","[""https://linktr.ee/cryptoprinciple""]",completed,2026-04-30T15:53:42Z,[],the rule not included because available Cryptoprinciple sources describe a crypto-learning game but do not verify a fungible ticker or an official founding-organization role; thin secondary token wording remains unresolved.,"Company and secondary project pages describe a crypto-learning game, but no supported fungible token ticker was found.",https://linktr.ee/cryptoprinciple|https://alphagrowth.io/cryptoprinciple,secondary_source|secondary_source,low,yes,[]
14145,594217-63,Enes (Equipment),enes.co.in,protocol_or_network,high,yes,"Official and company-authored materials describe an energy blockchain platform with explicit NS token language, but no current supported fungible token ticker could be verified.","[""NS platform""]","[""http://enes.co.in/""]",completed,2026-04-30T15:53:42Z,[],"the rule not included because ENES/NS sources describe a planned energy blockchain platform, but searches did not verify an issued/current fungible token ticker or token page; legacy NS token references remain unresolved.","Official and company-authored materials describe NS as a blockchain platform for energy saving and mention NS tokens, but no current supported fungible token ticker could be verified.",http://enes.co.in/|https://medium.com/nsplatform/enes-from-energy-saving-or-ns-in-abbreviated-form-who-are-we-145f093552e3|https://medium.com/ns-platform-ru/enes-%D0%BE%D1%82-%D0%B0%D0%BD%D0%B3%D0%BB-energy-saving-%D1%8D%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D1%81%D0%B1%D0%B5%D1%80%D0%B5%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5-%D0%B8%D0%BB%D0%B8-ns-%D0%B2-%D1%81%D0%BE%D0%BA%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9-%D1%84%D0%BE%D1%80%D0%BC%D0%B5-%D0%BA%D1%82%D0%BE-%D0%BC%D1%8B-3899fdf8b288,official_site|official_site|official_site,low,yes,[]
14311,593661-34,Frame (Other Financial Services),frame.xyz,protocol_or_network,high,yes,"Historical Frame Network sources point to FRAME token, but current frame.xyz official site is a different stablecoin-infrastructure brand after Igloo acquisition; mapping remains ambiguous.","[""Frame""]","[""https://www.frame.xyz/""]",completed,2026-04-30T12:40:36Z,[],"the rule not supported: the historical FRAME mapping is ambiguous against the current frame.xyz identity, and searched sources do not establish Frame as an officially recognized founding or original organization for a FRAME blockchain/protocol ecosystem.","Historical token pages and 2024 coverage link Frame XYZ to FRAME, but current official site conflicts with that lineage.",https://www.frame.xyz/|https://www.thecompanycheck.com/company/b/frame-xyz/2lfmxprqqgqxjvyb8|https://thedefiant.io/news/nfts-and-web3/frame-unveils-funding-round-and-airdrop-for-nft-community|https://www.coingecko.com/en/coins/frame-token,official_site|secondary_source|secondary_source|coingecko,low,yes,[]
14332,594273-70,TerpLayer,terplayer.org,protocol_or_network,high,yes,BTC-Fi protocol rebrand from Merlin Protocol; token mapping required,"[""TerpLayer""]","[""https://terplayer.org/"",""https://merlinprotocol.gitbook.io/merlin-protocol/""]",completed,,[],"the rule inclusion remains unresolved: TERP was only supported by secondary token pages, while official TerpLayer/Merlin materials do not establish a live official TERP token or TerpLayer as a founding/original organization for that token.",Official rebrand materials and former Merlin Protocol docs identify the current TerpLayer project; secondary token pages map the active TERP ticker.,https://www.globenewswire.com/news-release/2024/03/14/2846346/0/en/Bitcoin-data-parsing-protocol-TerpLayer-launches-decentralized-BRC20-asset-cross-chain-transfer-solution.html|https://merlinprotocol.gitbook.io/merlin-protocol/|https://www.coincarp.com/currencies/terplayer/,official_docs|official_docs|secondary_source,medium,yes,[]
14427,593668-81,Vistara Labs,vistara.dev,protocol_or_network,high,yes,"Official repo/docs describe the Vistara execution layer, but token references were only secondary and not resolved.","[""Vistara Labs""]","[""https://vistara.dev/""]",completed,2026-04-30T07:13:08Z,[],"Vistara Labs has secondary DEX/token-page references for VISTARA, but no official token confirmation or stable the rule token mapping was found after search.","Official repo/docs describe the infrastructure, while token references appear only in secondary pages; no clean primary token mapping.",https://github.com/vistara-labs|https://developers.moralis.com/web3-wiki/vistara/|https://www.coincarp.com/project/vistara-labs/|https://mizar.com/token-sniffer/token/vistara-labs,official_repo|secondary_source|secondary_source|secondary_source,low,yes,[]
14502,498200-50,Open Meta,openmeta.xyz,protocol_or_network,high,yes,"Open Meta DAO has token-presale history, but no verifiable ticker was found.","[""Open Meta DAO""]","[""https://www.openmeta.xyz/""]",completed,,[],"Open Meta Association/Open Meta DAO had governance-token distribution language, but no verifiable token symbol/token page was found, and the DAO appears to be a metaverse association/funding community rather than a the rule founding protocol entity.","Open Meta DAO was launched via token presale and governance-token distribution, but no ticker was verified.",https://www.openmeta.xyz/|https://www.globenewswire.com/news-release/2021/11/17/2336742/0/en/Open-Meta-Association-Unveils-Open-Meta-DAO-focused-on-Catalyzing-the-Movement-for-an-Open-Metaverse-Valued-at-100M.html|https://www.crunchbase.com/organization/open-meta,official_site|secondary_source|secondary_source,low,yes,[]
14591,1159514-11,Sprinter (Business/Productivity Software),sprinter.tech,infrastructure_or_data,high,yes,"Current official docs identify SPRNT as the native token, while older official whitepaper pages reference RUN as the legacy ticker.","[""Sprinter""]","[""https://docs.sprinter.tech/""]",completed,2026-04-30T07:31:55Z,[],"the rule unresolved after search: legacy RUN/SPRNT materials and current Sprinter sources conflict, and the evidence does not clearly establish an active the rule token or an official founding-organization role for a blockchain/protocol ecosystem.","Official docs identify SPRNT as the native token, while older official whitepaper pages reference RUN as the legacy token; the token family appears to have migrated.",https://docs.sprinter.tech/sprnt-token/|https://docs.sprinter.tech/|https://www.sprinter.io/whitepaper/introducing-sprinter|https://www.sprinter.io/whitepaper/the-run-token,official_docs|official_docs|official_site|official_site,medium,yes,[]
14701,120266-56,PopChest,popchest.com,dapp_or_product,high,yes,"Full search tied PopChest to POP Network and POP, but the current popchest.com domain is repurposed.","[""POP Network""]","[""https://thepopnetwork.org/""]",completed,,[],"Existing POP evidence ties PopChest to POP Network, but the current domain is repurposed and the available sources do not clearly establish PopChest as an officially recognized founding entity or original founding organization for the rule.","ProBit and LBank list POP Network with POP trading pairs, and CoinCodex/Crunchbase tie the PopChest company lineage to POP Network.",https://cs.probit.com/hc/en-us/articles/900002974946-ProBit-Global-Lists-POP-Network-POP|https://www.lbank.com/price/pop-chest-token/what-is|https://cryptoslate.com/coins/pop-network-token/|https://coincodex.com/ico/popchest/|https://www.crunchbase.com/organization/pop-network|https://cointelegraph.com/news/popchest-first-youtuber|https://app.dealroom.co/companies/popchest|https://www.thepopnetwork.org/,secondary_source|secondary_source|secondary_source|secondary_source|secondary_source|secondary_source|secondary_source|secondary_source,medium,yes,[]
14764,498298-78,Sphinx ( Business/Productivity Software),sphinx.finance,protocol_or_network,high,yes,Current Sphinx/GCX protocol identity is clear but no supported fungible ticker was verified; legacy SPX and SPHX references conflict.,"[""Sphinx""]","[""https://www.sphx.io/""]",completed,2026-04-30T14:46:47Z,[],"the rule remains unresolved: official Sphinx sources describe a private company building the Sphinx blockchain/GCX and search surfaced a current official-social $SPHX token signal, but no stable official token page or corroborated founding-token identity was found, so no the rule token is included pending manual review.",Official Sphinx sources describe a blockchain exchange and airdrop campaign but no supported fungible ticker was verified; older SPX references remain conflicting.,https://www.sphx.io/|https://docs.sphx.io/overview|https://goctienao.com/sphinx-la-gi/|https://bscscan.com/token/0x4cd1761af5c771fb4046ed0f6ed39239f466f63b,official_site|official_docs|secondary_source|secondary_source,low,yes,[]
14766,497770-30,Socket Protocol,socket.tech,protocol_or_network,high,yes,Current SOCKET protocol identity is clear but no supported fungible ticker was verified and the former Movr Network lineage remains ambiguous.,"[""SOCKET""]","[""https://www.socket.tech/""]",completed,2026-04-30T14:46:47Z,[],"the rule remains unresolved: current official Socket docs identify Socket as a routing protocol, while a recent secondary source reports a SOCKET governance token, but a stable official token page or official founding-token evidence was not confirmed.",Official SOCKET site/docs identify a chain-abstraction protocol but no supported fungible token ticker was verified; former Movr Network references remain unresolved.,https://www.socket.tech/|https://docs.socket.tech/introduction/|https://overview.movr.network/,official_site|official_docs|secondary_source,low,yes,[]
14838,1158043-78,Backup,,dapp_or_product,high,yes,Music-rights tokenization platform; no public source or ticker found,[],[],completed,2026-04-30T13:06:06Z,[],"Backup has no confirmed public source, token ticker, or founding-organization evidence for a blockchain/protocol ecosystem; the rule cannot include a token on the available record.",Best-effort search around music-rights tokenization found no company-specific public source or supported fungible ticker,https://www.record.nexus/blog/tokenising-music-rights|https://chainscorelabs.com/use-cases/music-streaming-and-creator-monetization/royalty-distribution-and-accounting/tokenized-royalty-advance-financing,secondary_source|secondary_source,low,yes,[]
14951,591498-10,AINN Layer2,anvm.io,protocol_or_network,high,yes,AINN Layer2 sources indicate native token airdrops and network staking; ticker naming remains ambiguous.,"[""AINN Layer2""]","[""https://anvm.io/""]",completed,2026-04-30T08:02:16Z,[],"No the rule token is included because available evidence for AINN Layer2 points to future/ambiguous ANVM token airdrops and secondary-only project descriptions, not enough authoritative founding-entity and token evidence for the rule inclusion.",AINN Layer2 is described as a Bitcoin Layer2 with future $ANVM token airdrops and AINN/ANVM project naming across current sources.,https://icoanalytics.org/projects/ainn-layer2-ail2/|https://messari.io/project/ainn-layer2/profile|https://www.thetechoutlook.com/press-release/ainn-layer2-mainnet-launch-tvl-surpasses-600-million-on-day-one/|https://www.globenewswire.com/news-release/2024/04/11/2861915/0/en/AINN-Layer2-Mainnet-Launch-TVL-Surpasses-600-Million-on-Day-One.html,secondary_source|secondary_source|secondary_source|secondary_source,medium,yes,[]
14965,495863-02,ImpulSeven,impulseven.com,dapp_or_product,high,yes,"Current token pages identify ImpulseVen / VEN, but the company name is stylized ImpulSeven and the lineage is not clean.","[""ImpulseVen""]","[""https://www.impulseven.com/""]",completed,2026-04-30T08:02:16Z,[],"No the rule token is included because the ImpulSeven/ImpulseVen token lineage and ticker evidence is not clean, and no reliable source establishes the company as a founding/original organization of a blockchain/protocol ecosystem.","Current token pages identify ImpulseVen / VEN, but the company name is stylized ImpulSeven and the lineage is not clean.",https://coinmarketcap.com/currencies/impulseven/|https://www.coindesk.com/price/i7|https://www.livecoinwatch.com/price/ImpulseVen-I7,coinmarketcap|coindesk|secondary_source,medium,yes,[]
14984,497638-00,Steady State,steadystate.finance,protocol_or_network,high,yes,Official docs identify RISQ but current search results also surface STDY so lineage needs manual review.,"[""Steady State""]","[""https://steadystate.finance/""]",completed,2026-04-30T08:15:14Z,[],the rule unresolved: Steady State materials show a DeFi insurance protocol and RISQ-related rewards but current token evidence points to RISQ Protocol/other ticker lineage and does not clearly establish Steady State as the founding organization for the token ecosystem.,Steady State's Medium articles name RISQ as the native governance token; current search results also surface STDY so lineage needs manual review.,https://steadystatedefi.medium.com/how-steady-states-coverage-pools-index-pools-and-risq-mining-work-74455ac2ac53|https://steadystatedefi.medium.com/introducing-steady-state-the-key-to-defis-strong-stable-future-100e02f2f011|https://coinmarketcap.com/currencies/risq-protocol/,official_docs|official_docs|secondary_source,medium,yes,[]
15098,494801-92,Ink (Business/Productivity Software),spin.tv,unclear,low,yes,full search on current and legacy Ink references found no supported company-owned fungible token ticker,[],[],completed,,[],"the rule remains unresolved: legacy Ink Protocol/Listia sources support XNK as a Listia-developed protocol token, but the task identity points to a conflicting current spin.tv identity, so the company-to-founding-entity mapping cannot be confirmed in this backfill.","current spin.tv materials conflict with legacy Ink Protocol references, but no supported token mapping was found",https://spin.tv/|https://paywithink.com/about/,official_site|secondary_source,low,yes,[]
15054,494440-30,Cardinal (Financial Software),cardinal.so,protocol_or_network,high,yes,"Only secondary token pages surfaced CDNL and current official sources are unavailable, so no stable token mapping was output.","[""Cardinal Protocol""]","[""https://cardinal.so/""]",completed,,[],"Cardinal sources confirm an original Solana NFT protocol, but the putative CDNL fungible token was found only in thin secondary/untracked pages and current official sources did not confirm a stable token mapping, so the rule inclusion remains unresolved.","Secondary pages suggest a CDNL governance token, but current official sources are unavailable and the symbol collides with an active stock ticker.",https://www.f6s.com/company/cardinal-protocol|https://tokeninsight.com/en/coins/cardinal/team|https://tokeninsight.com/en/news/solana-ecosystem-nft-utility-protocol-cardinal-to-wind-down,secondary_source|secondary_source|secondary_source,low,yes,[]
15057,494482-96,Attn Capital EU,egoco.in,dapp_or_product,high,yes,"Full search identified Paysenger/EGO and the ATTN Capital EU website, but entity naming is inconsistent.","[""Paysenger""]","[""https://www.egoco.in/""]",completed,,"[""EGO""]","EGO/Paysenger evidence supports an ATTN Capital entity as the original issuer/organization for EGO, but the exact ATTN Capital EU versus MAX ATTN CAPITAL LTD naming remains a review risk.",Official EGO/Paysenger pages and tokenomics docs identify EGO as the platform token.,https://www.egoco.in/|https://www.egoco.in/tokenomics.pdf|https://personal-dashboard.egoco.in/,official_site|official_docs|official_site,medium,yes,"[{""token_symbol"":""EGO"",""token_name"":""EGO"",""token_url"":""https://www.egoco.in/tokenomics.pdf"",""reason"":""Official EGO/Paysenger materials identify EGO as the Paysenger ecosystem token and the digital asset sale terms identify an ATTN Capital entity as PaySenger for the EGO asset sale, supporting an original issuer/founding-organization role despite entity-name variation."",""evidence_urls"":[""https://www.egoco.in/"",""https://www.egoco.in/tokenomics.pdf"",""https://www.egoco.in/terms_of_digital_asset_sale.pdf""],""evidence_source_types"":[""official_site"",""official_docs"",""official_docs""]}]"
15077,496525-69,Metachain,metachain.one,protocol_or_network,high,yes,Official MetaChain docs and tokenomics identify MetaCoin (META) as the native token.,"[""MetaChain"",""MetaCoin""]","[""https://doc.metachain.cash/blockchain/metachain"",""https://tokenomics.metachain.cash/""]",completed,2026-04-30T08:00:15Z,[],Metachain evidence is identity-conflicted: the task token points to MetaCoin/META-style sources while the official metachain.one site points to Metachain One/METAO and PolkaCity. No clear source resolves the task company as the recognized founding entity for the token blockchain/protocol ecosystem.,Official MetaChain docs and tokenomics identify MetaCoin (META) as the native token.,https://doc.metachain.cash/blockchain/native-token/metacoin-meta|https://tokenomics.metachain.cash/|https://doc.metachain.cash/blockchain/metachain,official_docs|official_docs|official_docs,high,yes,[]
15088,494757-46,GOGO Protocol,gogocoin.io,protocol_or_network,high,yes,"GOGOcoin / gGOGO appear in secondary sources, but the live site is now a generic exchange and the mapping needs manual review.","[""GOGO Protocol"",""GOGOcoin""]","[""https://gogocoin.io/"",""https://www.cbinsights.com/company/gogo-protocol""]",completed,2026-04-30T08:00:15Z,[],"Historical secondary and job-posting sources describe GOGO Protocol/GOGOcoin, but the live domain identity conflicts with the historical project and no current authoritative source resolves the company-to-token founding-role mapping under the rule.","Secondary sources support GOGOcoin and gGOGO, but the live gogocoin.io domain is currently a generic exchange and the mapping needs manual review.",https://gogocoin.io/|https://www.cbinsights.com/company/gogo-protocol|https://coinmarketcap.com/currencies/gogocoin/|https://web3.bitget.com/en/academy/gogocoingogo-nftdefi,official_site|secondary_source|coinmarketcap|secondary_source,low,yes,[]
15090,590116-06,Mirror L2,mirrorl2.com,protocol_or_network,high,yes,"Mirror L2 / Mirror Staking Protocol shows secondary-source token evidence for MIRR, but the mapping remains manual-review only.","[""Mirror L2"",""Mirror Staking Protocol""]","[""https://mirrorl2.com/"",""https://mirrorprotocol.fi/""]",completed,2026-04-30T08:00:15Z,[],"Mirror L2/Mirror Staking Protocol has only secondary-source MIRR evidence and the current mirrorprotocol.fi site appears to describe a different institutional hedging product, leaving the company-to-token founding-role mapping unresolved for the rule.",Secondary sources support MIRR as the Mirror L2 governance token and a rebrand to Mirror Staking Protocol; manual review remains warranted.,https://mirrorl2.com/|https://mirrorprotocol.fi/|https://learn.bybitglobal.com/en/web3/what-is-mirror-staking-protocol-mirr|https://www.cointeeth.com/news-flash/458797|https://www.mitrade.com/zh/insights/crypto-analysis/new/MirrorL2-20240407U,official_site|official_site|secondary_source|secondary_source|secondary_source,low,yes,[]
15043,590674-42,Axen,axenai.com,infrastructure_or_data,low,yes,Light probes found an analytics product but no owned token.,"[""Axen""]","[""https://axenai.com/""]",completed,,[],"Secondary token-sale/profile pages mention an AXEN token or IDO, but the official site did not provide accessible token/founding evidence and I found no authoritative source showing Axen as the founding entity of a launched fungible token system.",Official site and token probes surfaced only analytics/product messaging; no company-owned fungible token found.,https://axenai.com/|https://www.scamadviser.com/check-website/axenai.com,official_site|secondary_source,medium,yes,[]
15329,590432-59,Oneness Labs,onenesslabs.io,gaming_or_nft,high,yes,Official press release announces SHOWA but external coverage raises attribution conflict,"[""Oneness Labs""]","[""https://onenesslabs.io""]",completed,2026-04-30T08:19:01Z,[],"the rule remains disputed: Oneness Labs claimed it launched/established SHOWA, but Nekcom/Lingkong publicly denied cooperation, equity authorization, and authorization to issue virtual currency tied to Showa American Story, so an officially recognized founding/original-organization role for SHOWA cannot be confirmed.",Official press release announces SHOWA and external coverage raises attribution conflict,https://www.businesswire.com/news/home/20250205000616/en/Oneness-Labs-Acquires-Equity-in-Nekcom-Games-and-Launches-%24SHOWA-to-Revolutionize-Gaming-Finance|https://www.cbinsights.com/company/oneness-labs|https://cointelegraph.com/press-releases/oneness-secures-seed-funding-to-tear-down-the-boundary-between-web2-and-web3-gaming,secondary_source|secondary_source|secondary_source,medium,yes,[]
15374,495623-98,Maxos,maxos.finance,service_provider,high,yes,Tokenized-finance studio tied to SWEEP and SWEEPR protocol docs; lineage is public but ownership mapping is tangled.,"[""Sweep Protocol"",""Sweepr""]","[""https://www.sweepr.finance"",""https://docs.sweepr.art""]",completed,2026-04-30T08:30:38Z,[],"Maxos has official links to SWEEP/Sweepr code and Sweep Protocol materials, but available sources do not cleanly identify Maxos itself as the officially recognized founding entity or original founding organization for SWEEP or SWEEPR; the rule inclusion remains unresolved.",Official docs and repo pages reference both SWEEP and SWEEPR tokens; the Maxos ownership line is tangled.,https://www.maxos.finance/|https://docs.sweepr.finance/sweep-protocol/about-sweep|https://docs.sweepr.finance/sweep-protocol/governance|https://andysingleton.medium.com/maxos-update-27-august-3be956ac46f7,official_site|official_docs|official_docs|secondary_source,medium,yes,[]
15377,589824-46,Nekotopia,nekotopia.co,gaming_or_nft,unclear,yes,Stealth game studio with a conflicting public site; exact-domain token check found no supported fungible token.,"[""Nekotopia""]","[""https://www.nekotopia.io""]",completed,2026-04-30T08:30:38Z,[],"Old official Nekotopia posts describe a blockchain game ecosystem with native $NEKO references, but the current/public site identity conflicts and no authoritative token contract or current token page was found; the rule inclusion remains unresolved.",Best-effort search found no supported fungible token ticker; the public site is a retro-computing community rather than a token project.,https://www.nekotopia.io|https://www.nekotopia.co|https://www.curseforge.com/minecraft/modpacks/nekotopia,official_site|official_site|secondary_source,low,yes,[]
15440,495636-67,Peertol,peertol.com,protocol_or_network,high,yes,Current peertol.com content is generic blog material; secondary profiles suggest a PeerCoin reward token but no stable ticker was verified.,"[""Peertol""]","[""https://peertol.com/""]",completed,2026-04-30T08:39:57.369027Z,[],Secondary profiles mention a Peertol blockchain network and PeerCoin reward model but no official source or stable token page verifies a the rule founding role.,"Secondary company profiles describe a PeerCoin reward token, but the live domain is generic blog content and no stable ticker or official project page was verified.",https://peertol.com/blog/what-is-www-example-com|https://www.employbl.com/companies/Peertol|https://bouncewatch.com/explore/startup/peertol|https://www.dealroom.co/companies/peertol,official_site|secondary_source|secondary_source|secondary_source,low,yes,[]
