task_index,company_id,company_name,normalized_domain,company_type,crypto_project_likelihood,search_tier,project_search_required,risk_flags,classifier_reason
14653,592468-21,PWR Chain,pwrlabs.io,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword""]",Layer 0 blockchain with explicit PWR Coin utility and validator/governance economics.
14654,497765-98,Unyfy,unyfy.io,dapp_or_product,medium,light,yes,"[""protocol_keyword"",""token_keyword""]","Web3 content and community platform with token/NFT tooling, but no company-owned fungible token ticker surfaced."
14655,591341-41,Prowlis,prowlis.com,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword""]",Metastaking platform with distinct PROWL and proETH token mechanics.
14656,497921-68,Pubdao,pubdao.co,dapp_or_product,medium,light,yes,"[""dao_keyword"",""token_keyword""]",Crypto DAO/media platform; sources explicitly discuss token governance but say there is no governance token yet.
14657,403135-48,REBL,rebl.ai,dapp_or_product,high,full,yes,"[""token_keyword"",""brand_project_mismatch"",""thin_source_context""]","Social AI app brand conflicts with a separate REBL/Rebellion Protocol token project, so the mapping is ambiguous."
14658,592289-74,Harmonixx,harmonixx.io,gaming_or_nft,high,full,yes,"[""nft_or_gaming"",""token_keyword""]",Web3 music/NFT platform with explicit HMX token economy.
14659,498415-42,Alti Wine Exchange,altiwineexchange.com,dapp_or_product,medium,light,yes,"[""protocol_keyword"",""token_keyword""]",Blockchain wine-trading platform with tokenized IBO offerings but no company-issued fungible token found.
14660,592972-66,AxonDAO,axondao.io,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword""]",DeSci protocol with explicit AXGT governance/utility token.
14661,593641-45,Qubit (HongKong),qubituw.com,security_or_compliance,none,skip_candidate,no,[],Digital asset insurer; no owned token/project signal.
14662,686046-61,CBites,cbites.co,service_provider,low,skip_candidate,no,"[""token_keyword""]",Food-delivery app that accepts crypto as a payment option; no owned token/project signal.
14663,593666-11,GoDID,godid.io,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword"",""brand_project_mismatch""]",DID marketplace aggregator with an incubated BDID sub-platform and an externally listed BDID token.
14664,592538-32,Block One Records,music.blockonerecords.com,service_provider,low,light,yes,"[""token_keyword"",""thin_source_context""]","Music/record-label service with blockchain-adjacent reward mechanics, but no owned token was verified."
14665,593699-59,Konexi,konexi.io,service_provider,none,skip_candidate,no,[],Web and staffing/product-incubator services with no crypto token/project signal.
14666,498428-02,Fin3,fin3.tech,infrastructure_or_data,medium,light,yes,"[""protocol_keyword"",""token_keyword""]",Tokenized-bank-deposit and stablecoin infrastructure with no company token.
14667,497537-47,Lightning Capital (Miami),lightning.capital,service_provider,none,skip_candidate,no,[],"Digital asset investment firm, not a token/project issuer."
14668,592783-12,TrackBack,trackback.co.nz,infrastructure_or_data,medium,light,yes,"[""protocol_keyword""]",Blockchain supply-chain platform with no owned token signal in public company profiles.
14669,591434-47,Soko Life Technology,sokolife.technology,service_provider,medium,light,yes,"[""protocol_keyword"",""token_keyword""]","Web3 regional-revitalization service with NFT/DAO/bitcoin work, but no company token was verified."
14670,592866-19,Wohee,wohee.io,dapp_or_product,medium,light,yes,"[""token_keyword""]","Crypto loyalty SaaS with fungible-token and NFT rewards for brands, but no company-owned token ticker was identified."
14671,498330-37,EventsX,eventsx.com,dapp_or_product,high,full,yes,"[""alias_or_former_name"",""token_keyword""]",Virtual events platform with explicit blockchain/NFT ticketing and EVEX native cryptocurrency on its official web3 site; former names in the input require continuity checking.
14672,498111-49,PackagePortal,niftysats.com,dapp_or_product,high,full,yes,"[""alias_or_former_name"",""token_keyword"",""token_migration"",""brand_project_mismatch""]","Web3 loyalty/delivery platform with official BRC-20 token pages and a PackagePortal-to-NiftySats rebrand/migration, so the full token family needs mapping."
14673,686679-49,Lmao.Fun,docs.lmao.fun,dapp_or_product,high,full,yes,"[""token_keyword"",""thin_source_context""]",Launchpad/trading platform with explicit LMAO token-liquidity language and a live coin listing; token identity is plausible but still needs continuity confirmation because of similar-name LMAO pages.
14674,969446-80,Titan Builder,titanbuilder.xyz,infrastructure_or_data,medium,light,yes,"[""protocol_keyword""]","Ethereum block-builder / infrastructure product; enough crypto adjacency to justify a light token check, but no token branding is visible."
14675,592723-00,Miden ( Environmental Services (B2B),miden.earth,traditional_business,none,skip_candidate,no,[],Environmental services business with no crypto or token signal; token search is not justified.
14676,687933-28,PinGo.Work,pingo.work,protocol_or_network,high,full,yes,"[""token_keyword""]",AI+DePIN project on TON with a public PINGO token page and official site support.
14677,592282-27,bentleyrecords.io,bentleyrecords.io,media_or_education,low,skip_candidate,no,"[""nft_or_gaming""]",Web3 music/NFT brand without a fungible token signal; a token search would not be budget-efficient.
14678,497802-97,Detion,detion.me,security_or_compliance,none,skip_candidate,no,[],Identity/KYC platform with no supported company-owned fungible token; token search skipped.
14679,969830-11,VentureVerse,ogclubdao.com,service_provider,high,full,yes,"[""alias_or_former_name"",""brand_project_mismatch"",""token_keyword""]","OG Club was acquired and rebranded into VentureVerse, and Brinc's announcement explicitly describes an upcoming VXV utility token."
14680,497425-15,tradeXpad,tradexpad.com,service_provider,low,skip_candidate,no,"[""protocol_keyword""]",Trade-finance service with incidental blockchain/smart-contract language but no token signal; the token budget is not justified.
14681,591372-19,Yama Finance,yama.finance,protocol_or_network,high,full,yes,"[""token_keyword"",""protocol_keyword""]","Official docs describe Yama as a stablecoin protocol with a native token, so the token family needs a full sweep."
14682,499151-53,Forgotten Runes,forgottenrunes.com,gaming_or_nft,low,skip_candidate,no,"[""nft_or_gaming""]",NFT/character ecosystem without a fungible token signal; token search skipped.
14683,496744-12,Sproutie,sproutie.io,gaming_or_nft,high,full,yes,"[""nft_or_gaming"",""multiple_project_signal""]",NFT-game ecosystem with conflicting BEAN and TIE token pages; full search is required.
14684,592686-82,THE BATTLE,thebattle.jp,gaming_or_nft,low,skip_candidate,no,"[""nft_or_gaming""]",Game-related site with no company-owned fungible token signal; token search skipped.
14685,498197-08,Glitter (Database Software),glitterprotocol.io,protocol_or_network,high,full,yes,"[""protocol_keyword"",""multiple_project_signal""]","Official Glitter docs reference AGLI as the native chain token, while other official docs also mention GLI, so the token family needs a full sweep."
14686,498041-47,Inntoken,inntoken.ir,dapp_or_product,medium,light,yes,"[""token_keyword""]","Blockchain-platform startup with a token-like name, but only a lightweight token-existence check is justified."
14687,1158652-90,Aeon (Financial Software),aeon.xyz,protocol_or_network,high,full,yes,"[""brand_project_mismatch"",""protocol_keyword""]","AEON-branded financial software has a live AEON chain explorer on the same brand/domain family, so the brand/project mapping must be checked."
14688,592701-76,Rubit Technologies,rubittechnologies.com,service_provider,none,skip_candidate,no,[],Generic technology/business services company with no crypto token signal; token search skipped.
14689,593241-67,Converse Messenger,convos.org,dapp_or_product,medium,light,yes,"[""protocol_keyword""]",XMTP-secured messenger / open-protocol product; a light token check is justified even though the site does not show one.
14690,498130-57,Path(Financial Services),path.one,service_provider,none,skip_candidate,no,[],Consulting / financial-services brand with no crypto token signal; token search skipped.
14691,498527-20,Appreciate (Services (B2C Non-Financial)),appreciate.it,service_provider,none,skip_candidate,no,[],Generic B2C services brand with no crypto token signal; token search skipped.
14692,498213-28,SAWA (Other Financial Services),sawastarter.com,protocol_or_network,high,full,yes,"[""token_keyword""]",SawaStarter's ecosystem token is SAWA; official site and CoinMarketCap corroborate the mapping.
14693,592912-45,Pact labs,pactlabs.com,infrastructure_or_data,high,full,yes,"[""token_keyword""]",Aptos ecosystem infrastructure with explicit $PACT governance-token language on the foundation's project pages.
14694,119923-21,Yanolja,yanoljagroup.com,traditional_business,none,skip_candidate,no,[],Travel-tech/hospitality company with no crypto token signal; token search skipped.
14695,593622-73,Futurai,futurai.com.br,service_provider,none,skip_candidate,no,[],AI/services company; a similarly named FUTUR token on other domains does not map back to this brand.
14696,498149-83,Flamingo Finance,flamingo.finance,protocol_or_network,high,full,yes,"[""token_keyword""]","Official docs name FLM as Flamingo's native token, and CoinGecko corroborates the token."
14697,120149-11,Jumptuit,jumptuit.co,service_provider,none,skip_candidate,no,[],AI/research services company with blockchain patents but no supported token signal; token search skipped.
14698,498213-01,Ethdenver,ethdenver.com,media_or_education,none,skip_candidate,no,[],Conference/event brand with no company-owned fungible token.
14699,498204-82,AURAS Studios,auras-studios.com,service_provider,none,skip_candidate,no,[],Creative studio with no token signal; token search skipped.
14700,498014-92,Hinata,hinata.io,gaming_or_nft,low,skip_candidate,no,"[""nft_or_gaming""]",NFT marketplace/site with no supported fungible token signal; token search skipped.
14701,120266-56,PopChest,popchest.com,dapp_or_product,high,full,yes,"[""brand_project_mismatch"",""live_site_conflict"",""legacy_ticker_conflict""]",Blockchain video platform with POP Network/token-sale lineage and domain conflict.
14702,120285-82,Pig.gi,pig.gi,security_or_compliance,none,skip_candidate,no,[],Compliance automation for crypto firms; no owned project or token signal.
14703,498321-73,AtoZ Markets,atozmarkets.com,media_or_education,none,skip_candidate,no,"[""alias_or_former_name""]",Financial markets news platform; no owned project or token signal.
14704,593740-72,FactChain,factchain.com,security_or_compliance,medium,light,yes,"[""token_keyword"",""thin_source_context""]",Document-security software with blockchain and NFT features; no supported fungible token found.
14705,120307-60,Post-Quantum (Network Management Software),post-quantum.com,security_or_compliance,none,skip_candidate,no,[],Cybersecurity software with no owned project or token signal.
14706,593732-89,PeepalCo,peepal.co,service_provider,none,skip_candidate,no,[],Wealth-tech platform with crypto investing; no owned project or token signal.
14707,498193-39,DMPLE,dmplestudio.com,dapp_or_product,high,full,yes,"[""token_keyword"",""thin_source_context""]",Blockchain social platform with only secondary-source DMPL token evidence.
14708,1158599-89,DGrid AI,dgrid.ai,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword""]",Decentralized AI inference network with an explicit DGAI token.
14709,593455-24,Basin Logix,basinlogix.com,protocol_or_network,medium,light,yes,"[""protocol_keyword"",""thin_source_context""]",Blockchain-based groundwater network with no supported fungible token found.
14710,592447-96,Kerberus,kerberus.com,security_or_compliance,none,skip_candidate,no,[],Web3 security extension with no owned project or token signal.
14711,593165-80,CELL Studio,cell.studio,protocol_or_network,medium,light,yes,"[""protocol_keyword"",""thin_source_context""]",Bitcoin and CKB infrastructure platform with no supported fungible token found.
14712,498229-12,Decise,decise.io,service_provider,none,skip_candidate,no,[],Export/compliance service platform; no crypto project or token signal.
14713,593201-17,Easyexports,easyexports.eu,service_provider,none,skip_candidate,no,[],Export/compliance service platform; no crypto project or token signal.
14714,498562-21,101,101.xyz,media_or_education,medium,full,yes,"[""token_keyword"",""thin_source_context""]",Web3 learning platform with NFT badges and crypto rewards; no supported fungible token found.
14715,497208-43,Voyage Finance,voyage.finance,protocol_or_network,high,full,yes,"[""protocol_keyword""]",Web3 game-based lending protocol with an explicit no-token stance in the docs.
14716,592590-88,Falcons Inu,falconsinu.com,gaming_or_nft,high,full,yes,"[""nft_or_gaming"",""token_keyword""]",Meme/NFT/gaming ecosystem with an explicit FALCON token.
14717,497210-05,Digital Opportunities Group,digopp.group,service_provider,none,skip_candidate,no,[],Digital asset diligence and consulting firm; no owned project or token signal.
14718,497210-86,Kaia DLT Foundation,kaia.io,protocol_or_network,high,full,yes,"[""alias_or_former_name"",""legacy_ticker_conflict""]",Rebranded L1 foundation with Klaytn lineage and a live KAIA token.
14719,497215-99,Risedefenders,risedefenders.io,gaming_or_nft,high,full,yes,"[""alias_or_former_name"",""nft_or_gaming"",""token_keyword"",""multiple_project_signal""]",GameFi project with a dual-token model spanning RDG and RDR.
14720,497224-72,IntelliQuant,intelliquant.co.kr,service_provider,medium,light,yes,"[""token_keyword"",""thin_source_context""]",Crypto auto-trading platform; token pages surfaced but were not tied to the company.
14721,497224-99,Fight Of The Ages,fota.io,gaming_or_nft,high,full,yes,"[""alias_or_former_name"",""nft_or_gaming"",""token_keyword""]",Game/NFT project with an explicit FOTA token.
14722,497228-41,FistNFT,fstnft.com,gaming_or_nft,medium,full,yes,"[""nft_or_gaming"",""token_keyword"",""thin_source_context""]",NFT marketplace with token-like references but no reliable fungible ticker confirmed.
14723,593453-26,Anorra,,gaming_or_nft,high,full,yes,"[""brand_project_mismatch"",""domain_missing"",""thin_source_context""]",GameFi MMO on Solana with no verified domain and a name collision against an unrelated Anorra.ai AI product.
14724,497240-20,Yatima,,protocol_or_network,high,light,yes,"[""protocol_keyword"",""thin_source_context""]",Verifiable computing platform with no supported fungible token found.
14725,497245-69,ValuesCo,values.co,service_provider,medium,full,yes,"[""alias_or_former_name"",""token_keyword""]",Social-token platform with former Socialstack brand and no company token.
14726,593364-97,AutoAPE,autoape.ai,service_provider,medium,light,yes,"[""brand_project_mismatch"",""thin_source_context""]",AI-powered Web3 robo-advisor; token pages with the same name were unrelated.
14727,497260-18,Mazzuma,mazzuma.com,dapp_or_product,high,full,yes,"[""token_keyword""]",Payment platform with explicit MAZ token and on-chain payment language.
14728,497261-53,RarityX,rarityx.com,infrastructure_or_data,medium,light,yes,"[""token_keyword""]",Tokenized ownership and fractionalization infrastructure with no supported fungible token found.
14729,497264-41,PlatinX,platinx.tech,service_provider,high,full,yes,"[""token_keyword""]",Crypto market-making and exchange-development platform with explicit PTX token evidence.
14730,498486-61,Ample (Sheridan),ampleprotocol.xyz,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword""]",Tokenized IP distribution protocol with explicit AMPD token economics.
14731,497289-07,Space and Time,spaceandtime.io,protocol_or_network,high,full,yes,"[""protocol_keyword""]",Permissionless data blockchain/L1; full search needed for project/token mapping.
14732,593628-49,SUPEROWN,superown.xyz,protocol_or_network,high,full,yes,"[""alias_or_former_name"",""protocol_keyword"",""token_keyword""]",Former LFG Payments; blockchain/tokenization platform needs full search for network and KTA.
14733,497291-59,Stable Infrastructure,nfttech.com,gaming_or_nft,low,skip_candidate,no,"[""alias_or_former_name"",""nft_or_gaming""]",Former NFT Technologies; NFT-only consulting and investing profile with no fungible token signal.
14734,497309-32,Lumx,lumx.io,infrastructure_or_data,medium,light,yes,[],Payments infrastructure with stablecoin and wallet language so a cheap token-existence check is warranted.
14735,497327-23,Keeta,keeta.com,protocol_or_network,high,full,yes,"[""alias_or_former_name"",""protocol_keyword"",""token_keyword""]",Former LFG Payments; blockchain system and tokenization platform need full search for network and token mapping.
14736,497367-73,Compendium,compendium.finance,dapp_or_product,high,full,yes,"[""token_keyword""]",Trading aggregation suite with explicit CMFI token language so full search is needed.
14737,497372-23,BitBrawl,brawlailayer.org,gaming_or_nft,high,full,yes,"[""brand_project_mismatch"",""nft_or_gaming"",""token_keyword""]",Live site brands the project as Brawl AI Layer and explicitly surfaces BRAWL so full mapping is needed.
14738,497382-22,BikeRush,bikerush.io,gaming_or_nft,high,full,yes,"[""nft_or_gaming"",""token_keyword""]",GameFi docs expose explicit BST and BRT token language so a full token-family sweep is required.
14739,497398-78,Fortress IO,fortress.io,service_provider,low,light,yes,[],Blockchain platform and payments infrastructure but no direct token signal so a cheap probe is enough.
14740,497404-36,Coinmarketpedia,coinmarketpedia.com,media_or_education,low,skip_candidate,no,[],Crypto education platform with no owned project or token signal.
14741,309977-92,PANONY,panony.com,service_provider,low,skip_candidate,no,[],Blockchain consulting and media services with no owned project signal.
14742,497430-37,WebN Group (UK),wng.co,service_provider,low,skip_candidate,no,[],Incubation hub and advisory platform for Web3 innovators with no owned project signal.
14743,497453-59,Luxy NFT,luxy.io,gaming_or_nft,high,full,yes,"[""nft_or_gaming"",""token_keyword""]",NFT marketplace site and docs explicitly surface the LUXY token so full mapping is needed.
14744,497460-34,Labrys,labrys.tech,service_provider,low,skip_candidate,no,[],Enterprise management and services company with no owned project signal.
14745,497461-24,Billionaire Plus,billionaireplus.io,gaming_or_nft,high,full,yes,"[""nft_or_gaming"",""token_keyword""]",Secondary sources preview a BPLUS token for this game so a full search and manual review are needed.
14746,497463-49,Origins Analytics,originsnft.io,infrastructure_or_data,low,skip_candidate,no,[],NFT analytics platform with no owned fungible token signal.
14747,497479-15,Pluto (Financial Software ),pluto.fi,dapp_or_product,medium,light,yes,[],Automated trading and investing platform with no clear token signal so a bounded probe is enough.
14748,497510-65,Tamago (Entertainment Software),tamastream.io,gaming_or_nft,high,full,yes,"[""nft_or_gaming"",""token_keyword""]",Decentralized music platform explicitly advertises $TAMA so full search is needed.
14749,121018-06,Fuzo,fuzo.com,infrastructure_or_data,medium,light,yes,"[""alias_or_former_name""]",Official site mentions FuzoToken and security token language but no supported ticker was found.
14750,497535-49,BEAM+ LAB,cryptyques.com,gaming_or_nft,low,skip_candidate,no,"[""nft_or_gaming""]",NFT-only cultural project with no fungible token signal.
14751,592720-93,Xiroco,xiroco.com,gaming_or_nft,low,skip_candidate,no,"[""nft_or_gaming""]",NFT marketplace with no fungible token signal.
14752,497544-49,Hubble Exchange,hubble.exchange,exchange_or_broker,medium,light,yes,"[""protocol_keyword""]",Perps DEX has protocol context but no clear token signal so a bounded probe is enough.
14753,1158638-23,Blockport,blockport.xyz,mining_or_validator,medium,light,yes,"[""protocol_keyword"",""alias_or_former_name""]",Validator services and staking infrastructure with a former name shift so a cheap probe is enough.
14754,593665-30,GlobalCloudPayments,gcp.one,service_provider,medium,light,yes,[],Crypto payment infrastructure with no clear token signal so a cheap probe is enough.
14755,1159324-84,Pharaoh,pharaoh.exchange,exchange_or_broker,high,full,yes,"[""token_keyword"",""protocol_keyword""]",DEX docs expose PHAR tokenomics and voting escrow so a full token-family sweep is required.
14756,498036-79,Yield Yak,yieldyak.com,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword""]",Yield protocol docs explicitly identify YAK so full mapping is required.
14757,497583-91,Musqet,musqet.tech,service_provider,medium,light,yes,"[""alias_or_former_name""]",Former Genesis Nodes and a crypto payment platform so a cheap probe is enough.
14758,497636-47,Playken,playken.xyz,gaming_or_nft,low,skip_candidate,no,"[""nft_or_gaming""]",NFT avatar and interoperability project with no fungible token signal.
14759,498115-54,Block Ape Scissors,arcas.games,gaming_or_nft,high,full,yes,"[""alias_or_former_name"",""brand_project_mismatch"",""token_migration"",""nft_or_gaming""]",Rebrand and token migration to Arcas mean full project-token mapping is required.
14760,497669-23,Tritum,tritum.digital,exchange_or_broker,high,full,yes,"[""token_keyword"",""legacy_ticker_conflict""]",Tokenization and exchange services with an unresolved BRLM conflict require full review.
14761,498143-71,Sologenic,sologenic.com,dapp_or_product,high,full,yes,"[""brand_project_mismatch"",""token_migration"",""legacy_ticker_conflict""]",Asset-tokenization platform/DEX/wallet with current tx migration; full search needed.
14762,593398-99,Streambed,streambedmedia.com,service_provider,none,skip_candidate,no,"[""thin_source_context""]",Marketing-tech/video analytics tool with incidental blockchain wording and no owned crypto project signal.
14763,497746-18,Size,size.market,dapp_or_product,high,full,yes,"[""token_keyword"",""thin_source_context""]",Stealth token-auction marketplace for vested/unvested tokens; full search required.
14764,498298-78,Sphinx ( Business/Productivity Software),sphinx.finance,protocol_or_network,high,full,yes,"[""brand_project_mismatch"",""legacy_ticker_conflict"",""protocol_keyword""]",Cross-chain oracle / exchange lineage is ambiguous; full search required.
14765,403975-63,PayPill,paypill.com,dapp_or_product,high,full,yes,"[""token_keyword"",""protocol_keyword""]",Healthcare app with an official PPLL token whitepaper; full search required.
14766,497770-30,Socket Protocol,socket.tech,protocol_or_network,high,full,yes,"[""alias_or_former_name"",""protocol_keyword""]",Former Movr Network chain-abstraction protocol with unresolved lineage; full search required.
14767,497802-25,Sandbank,sandbank.io,service_provider,medium,light,yes,"[""thin_source_context""]",Crypto-backed loan and investment service with no token signal; light search sufficient.
14768,497803-06,BC Labs,bclabs.co.kr,dapp_or_product,medium,light,yes,"[""thin_source_context""]",Crypto strategy marketplace and DEX tool with no owned token signal; light search sufficient.
14769,118215-10,TeskaLabs,teskalabs.com,security_or_compliance,none,skip_candidate,no,"[""alias_or_former_name""]",Cybersecurity vendor with cryptographic terminology only; no owned crypto project signal.
14770,497816-02,Burrito wallet,burritowallet.com,wallet_or_custody,medium,light,yes,"[""thin_source_context""]",Crypto wallet platform with no owned token signal; light search sufficient.
14771,497827-72,TeaDAO,teadao.money,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword""]",Reserve-currency protocol with explicit $TEA token; full search required.
14772,497829-16,Playdex,playdex.io,gaming_or_nft,medium,light,yes,"[""nft_or_gaming"",""thin_source_context""]",NFT gaming and rental marketplace with no owned token signal; light search sufficient.
14773,497840-77,Laevitas,laevitas.ch,infrastructure_or_data,medium,light,yes,"[""thin_source_context""]",Crypto derivatives analytics platform with no owned token signal; light search sufficient.
14774,118364-59,Sixscape,sixscape.com,security_or_compliance,none,skip_candidate,no,[],Cryptographic security vendor with no owned crypto project signal.
14775,497854-72,StaqPay,staqfi.com,service_provider,medium,light,yes,"[""thin_source_context""]",Crypto-enabled payment platform with no owned token signal; light search sufficient.
14776,497856-52,Another App,anotherapp.io,wallet_or_custody,high,full,yes,"[""alias_or_former_name"", ""brand_project_mismatch"", ""token_keyword"", ""token_migration""]",Current AnotherApp site is a non-custodial crypto wallet/payment app and exposes legacy ZoidPay links; former-name continuity plus token/staking references require full project/token mapping.
14777,497859-67,END-Labs,end-labs.io,protocol_or_network,high,full,yes,"[""protocol_keyword""]","Blockchain development studio building Web3 lending infrastructure, protocol primitives, and an application-specific blockchain; full project/token search is required."
14778,497879-38,The Red Village,theredvillage.com,gaming_or_nft,high,full,yes,"[""nft_or_gaming"", ""token_keyword""]",Blockchain game/NFT ecosystem with play-and-earn mechanics and reward language; full search is required because gaming projects can have ecosystem tokens.
14779,497902-06,Zenkipay,zenkipay.io,dapp_or_product,low,light,yes,[],Crypto payments platform with no clear owned token signal; a light token-existence check is sufficient.
14780,497927-89,Walken,walken.io,gaming_or_nft,high,full,yes,"[""nft_or_gaming"", ""token_keyword""]",Play-to-earn blockchain game with explicit native-token language; full project/token mapping is required.
14781,497933-74,01 Exchange,01.xyz,exchange_or_broker,high,light,yes,"[""protocol_keyword""]",Perpetual futures DEX/front-end with a non-monetary points program; a light token-existence check is sufficient.
14782,497939-77,Embed.,embed.co,service_provider,low,light,yes,"[""alias_or_former_name""]",Rebranded embedded payments provider; official pages describe regulated payment services and no owned token project signal.
14783,497959-39,everVision,ever.vision,protocol_or_network,high,light,yes,"[""protocol_keyword""]",Cross-chain payment and settlement protocol / Arweave infrastructure; token-existence check is warranted but no native token is evident from the official docs.
14784,591125-41,HEALE,healelabs.com,protocol_or_network,high,full,yes,"[""protocol_keyword"", ""token_keyword""]",Open logistics network with tokenized rewards and a $HEALE digital currency; full project/token mapping is required.
14785,591137-38,Nova Energy,novaenergy.ai,service_provider,none,skip_candidate,no,[],Cleantech sustainability software whose Web3 mention is only end-market context; no owned crypto project signal justifies token search.
14786,591156-82,Quantitative Collectors Group,qcgonline.com,traditional_business,none,skip_candidate,no,[],Collectibles grading business with only keyword-level crypto context; no owned crypto project signal.
14787,591347-35,FutureSense (Consulting Services (B2B)),futuresense.dev,service_provider,none,skip_candidate,no,[],B2B blockchain consulting/service provider with no owned project or token signal.
14788,591410-35,Hanghai Wanjia,hhshijie.cn,gaming_or_nft,medium,light,yes,"[""nft_or_gaming""]",Metaverse/game platform with blockchain and Web3 ecosystem language; a light token-existence check is warranted.
14789,592291-99,Top Tier Authentics,toptierauth.com,dapp_or_product,low,light,yes,[],"Blockchain-based collectibles authentication and digital COAs; a light token-existence check is enough, but there is no owned token signal."
14790,592332-04,KernelDAO,kerneldao.com,protocol_or_network,high,full,yes,"[""protocol_keyword"", ""token_keyword""]",Restaking protocol with a governance token and multiple onchain products; full token-family sweep required.
14791,592335-64,Zkasino,zkasino.io,gaming_or_nft,high,full,yes,"[""token_keyword"",""nft_or_gaming""]","Decentralized casino/gambling dApp; docs mention ZKAS token and tokenomics, so full project-token search is required."
14792,685888-30,Yala,yala.org,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword"",""live_site_conflict""]","Bitcoin-native liquidity protocol; current site/docs split and token docs show YALA, YU, and sYU."
14793,686246-59,Botanika (Business/Productivity Software),botanika.ai,infrastructure_or_data,high,full,yes,"[""alias_or_former_name"",""protocol_keyword""]",Decentralized storage infra with former legal name Bonsai Holdings; native token BONSAI is referenced in project pages.
14794,686679-13,Fragmetric,fragmetric.xyz,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword""]",Liquid restaking protocol; official docs and token pages identify FRAG.
14795,969440-14,Oblivious Labs,obliviouslabs.com,security_or_compliance,low,light,yes,"[""thin_source_context""]",Privacy/ORAM tooling for data security; cheap token probe only.
14796,1157401-63,Drake (Financial Services),drake.exchange,exchange_or_broker,medium,light,yes,"[""protocol_keyword"",""thin_source_context""]",Perpetual crypto exchange with no clear native ticker in official docs.
14797,1157635-63,Bron,bron.org,wallet_or_custody,medium,full,yes,"[""token_keyword"",""protocol_keyword""]",Wallet with $BRON pricing and CoinGecko BRON token page.
14798,1158044-14,Cypher Box,cypherbox.io,wallet_or_custody,low,skip_candidate,no,[],Bitcoin wallet / vault product with no owned fungible token signal.
14799,1158069-07,Liquid,tryliquid.xyz,exchange_or_broker,low,skip_candidate,no,[],Crypto trading app / broker with no owned token signal.
14800,1158082-57,KapKap (Entertainment Software),kapkap.io,gaming_or_nft,high,full,yes,"[""nft_or_gaming"",""token_keyword""]",Web3 attention-economy platform with KAPS token and TGE docs.
14801,1158431-59,Tatakai (Entertainment Software),tatakai.io,gaming_or_nft,low,light,yes,"[""nft_or_gaming""]",Web3 game with P2E and NFT assets; exact-domain token probe found no supported ticker.
14802,495624-34,0xCord,0xcord.com,infrastructure_or_data,medium,light,yes,"[""protocol_keyword"",""thin_source_context""]",Web3 infrastructure platform with no clear native ticker; exact-domain probe required.
14803,495652-69,Sniper,sniper.xyz,gaming_or_nft,low,skip_candidate,no,"[""nft_or_gaming""]",NFT marketplace / aggregator with no owned fungible token signal.
14804,495659-35,KoinKoin,koinkoin.io,exchange_or_broker,low,skip_candidate,no,[],Digital asset platform / exchange-style product with no owned token signal.
14805,495677-44,Bricto Financial,lemuria-trade.com,exchange_or_broker,low,skip_candidate,no,[],Bitcoin exchange / broker with no owned fungible token signal.
14806,495680-41,Flowty,flowty.io,gaming_or_nft,low,skip_candidate,no,"[""nft_or_gaming""]",Flow blockchain NFT marketplace and lending platform with no owned token signal.
14807,495680-68,Matrix Labs,matrixlabs.org,protocol_or_network,high,full,yes,"[""alias_or_former_name"",""protocol_keyword"",""token_keyword""]",Matrix Labs reintroduced as WORLD3; docs define $WAI tokenomics.
14808,495685-09,Autonomy Network,autonomynetwork.io,infrastructure_or_data,medium,light,yes,"[""protocol_keyword"",""thin_source_context""]",Automation protocol / infra with no current native ticker on official docs.
14809,495707-86,ForthBox,forthbox.io,gaming_or_nft,high,full,yes,"[""nft_or_gaming"",""token_keyword""]",GameFi aggregation platform; CMC preview page identifies FBX.
14810,591349-33,Ramp Rewards,ramprewards.io,service_provider,low,skip_candidate,no,[],Partner rewards portal with no owned fungible token signal.
14811,495740-80,Cricket Star Manager,game.cricketstarmanager.com,gaming_or_nft,high,full,yes,"[""nft_or_gaming"",""token_keyword""]",Play-to-earn cricket game with CSM token docs.
14812,495741-34,Mad Realities,madrealities.tv,media_or_education,low,skip_candidate,no,"[""thin_source_context""]",Media / creator-powered entertainment network with no owned fungible token signal.
14813,495741-43,Goodbit,goodbit101.com,media_or_education,low,skip_candidate,no,[],Storytelling / community dialogue platform with no owned fungible token signal.
14814,495747-91,Akadasia,akadasia.com,media_or_education,low,skip_candidate,no,[],Education platform with no owned fungible token signal.
14815,495768-07,WorldQL,worldql.com,infrastructure_or_data,low,skip_candidate,no,[],Game/RL engine with no owned fungible token signal.
14816,969432-22,UCO Network,uco.network,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword""]",Traceability network with $UCOIL token utility on official investor page.
