task_index,investor_id,investor_name,normalized_domain,primary_investor_type,investor_archetype,crypto_native_likelihood,operating_capability_likelihood,search_tier,capability_search_required,risk_flags,classifier_reason
8412,571990-24,Panga Capital,pangacapital.com,Venture Capital,crypto_native_vc,high,low,light,yes,[],Official site describes a Web3 investment firm; Web3 VC context required light search but no direct operating-capability signal appeared.
8413,163906-75,Pankaj Gupta,,Angel (individual),angel_or_individual,low,low,light,yes,"[""individual_attribution_boundary""]","Individual investor with financial-services background; bounded search required, but capabilities of GII, AIP, or other affiliated firms cannot be inherited by the individual row."
8414,10994-05,Paradigm (Business/Productivity Software ),pdgm.com,Corporation,operating_company_disguised_as_investor,none,low,light,yes,"[""name_collision"", ""acquired_or_integrated""]","Exact-domain and former-name probes identify Paradigm Geophysical oil-and-gas software, not the crypto VC or crypto derivatives venue; M&A/investor context still required light search."
8415,182356-03,Paradigm (Incubator),shift-paradigm.com,Accelerator/Incubator,accelerator_or_incubator,none,low,light,yes,"[""stale_profile"", ""name_collision""]","Local row is a former accelerator; exact-domain probes show Shift Paradigm is now a business/growth partner, and no crypto or trading capability signal appeared."
8416,42427-27,Paradigm Capital,paradigmcap.com,Investment Bank,traditional_vc_or_pe,low,high,full,yes,[],Current Canadian investment dealer with official sales/trading and best-execution/order-handling disclosures; full search required for execution and algorithm/market-maker boundaries.
8417,65227-60,Paradigm Venture Partners,,VC-Backed Company,traditional_vc_or_pe,low,low,light,yes,"[""secondary_profile_only"", ""name_collision""]",Exact-name probes found a pre-seed investing profile for Paradigm Venture Partners and no crypto/trading capability evidence; name collision with other Paradigm entities required light search.
8418,159107-77,Parallel18,parallel18.com,Accelerator/Incubator,accelerator_or_incubator,low,low,light,yes,[],"Accelerator/incubator with fintech and venture-capital program signals; light search required, but accelerator and follow-on funding programs do not themselves establish the six capabilities."
8419,484309-90,Paras (Financial Software),new.paras.id,VC-Backed Company,operating_company_disguised_as_investor,high,unclear,full,yes,"[""current_status_conflict"", ""product_pivot_or_redirect""]","Local row describes a crypto/NFT marketplace, but current exact-domain probes redirect to Narrative Protocol and app/market endpoints were unavailable, creating current-status ambiguity."
8420,494768-35,ParaState Labs,,Corporation,operating_company_disguised_as_investor,high,low,full,yes,"[""limited_public_sources""]",Blockchain infrastructure/smart-contract platform context required full search to check DeFi/protocol-operation boundaries; available sources show infrastructure rather than DeFi trading or venue operation.
8421,496621-99,Parea Capital,,Corporation,crypto_native_vc,high,low,light,yes,"[""limited_public_sources""]",Exact-name probes identify Parea Capital as a Web3/Algorand ecosystem investor with DeFi portfolio exposure; portfolio exposure alone cannot support DeFi capability.
8422,490153-87,Paretone Capital,paretonecapital.com,Hedge Fund,hedge_fund_or_quant,high,unclear,full,yes,"[""current_status_conflict"", ""capability_claim_source_weak""]","Local and secondary profiles claim quantitative proprietary trading, digital assets, OTC, and liquidity activity, but the official domain is unusable and SEC adviser data shows inactive IA scope, so current capability attribution remains unresolved."
8423,154563-40,Paribus Capital,paribus.de,Asset Manager,asset_manager_or_family_office,none,low,light,yes,[],"Asset manager and AIF context required light search, but official materials show real estate/rail/private-equity asset management rather than operating trading capabilities."
8424,484562-71,Parinya Narkprasert,,Angel (individual),angel_or_individual,medium,low,light,yes,"[""individual_attribution_boundary""]",Exact-name probes show an individual angel with corporate-banking role and crypto-startup angel participation; individual/portfolio exposure cannot establish operating capabilities.
8425,465862-60,Paris Rouzati,,Angel (individual),angel_or_individual,high,low,light,yes,"[""individual_attribution_boundary""]","Exact-name probes show an individual angel/VC and Web3 ecosystem operator, including Avara/Aave and IDEO CoLab roles; individual affiliations do not transfer protocol capabilities."
8426,56790-19,Paris&Co Incubateurs,techcare.parisandco.paris,Accelerator/Incubator,accelerator_or_incubator,low,low,light,yes,[],Accelerator/incubator and fintech/insurtech verticals required light search; sources show startup incubation and market-access support only.
8427,436486-33,Pariventures,pariventures.co,Venture Capital,traditional_vc_or_pe,medium,low,light,yes,"[""domain_unreachable"", ""secondary_profile_only""]","VC, holding-company, fund-of-funds, and technology/blockchain profile signals required light search, but the provided domain was unreachable and available sources show investing only."
8428,606225-16,Parker Jou,,Angel (individual),angel_or_individual,high,low,light,yes,"[""individual_attribution_boundary""]",Individual crypto founder/advisor and angel investor context required light search; Caldera/Router affiliations and portfolio exposure cannot be inherited by the individual row.
8429,490046-59,Parrot (Financial Services),parrot.fi,Holding Company,operating_company_disguised_as_investor,high,unclear,full,yes,"[""stopped_or_shutdown_service""]","The parrot.fi domain and Parrot Protocol history create DeFi/execution signals requiring full search, but current evidence indicates debt vaults and operations are shutting down rather than current DeFi operation."
8430,439573-78,PARSEC Accelerator,parsec-accelerator.eu,Accelerator/Incubator,accelerator_or_incubator,none,low,light,yes,[],Accelerator/incubator and equity-free funding context required light search; official sources show clean/food/energy/environment startup support only.
8431,600042-34,Partners Edge (USA),pefpgh.com,PE/Buyout,traditional_vc_or_pe,low,low,light,yes,"[""financial_services_investor""]",Private-equity and co-investment manager with a fintech local vertical but no explicit crypto-native or self-operated trading capability signal; searched lightly because it is an investment/fund row.
8432,188002-72,Partners Investment,partnersi.co.kr,Venture Capital,traditional_vc_or_pe,low,low,light,yes,"[""financial_services_investor"", ""fund_name_signal""]",Seoul venture-capital manager with an ordinary venture fund signal and no explicit crypto-native or trading/execution capability signal; searched lightly because it is an investment/fund row.
8433,517767-04,Partyhat,partyhat.com,Corporation,operating_company_disguised_as_investor,low,low,light,yes,"[""operating_company_m_and_a_investor""]",Marketing/commerce operating company with M&A investor context but no crypto-native or self-operated trading capability signal; searched lightly because the row appears in the investor graph and has a corporate acquisition signal.
8434,597088-36,Partyhat DAO,,Angel (individual),angel_or_individual,medium,low,light,yes,"[""crypto_investor_signal"",""dao_or_pseudonymous_identity""]","DAO/pseudonymous angel-investor row with crypto-investor signals but no evidence of self-operated trading, DeFi protocol operation, or fund-platform control by the row itself."
8435,625966-93,Pascal Gautier,,Angel (individual),angel_or_individual,high,low,light,yes,"[""individual_affiliation_boundary"",""name_spelling_ambiguity""]","Angel row appears to correspond to Ledger executive Pascal Gauthier/Gautier, a crypto-sector individual; individual affiliation alone cannot support operating capabilities."
8436,106265-44,Pascal Levy-Garboua,,Angel (individual),angel_or_individual,low,low,light,yes,"[""individual_investor""]","Angel investor and SaaS operator/venture partner profile with no explicit crypto, trading, DeFi, or fund-platform capability signal."
8437,525384-01,Pascal Tallarida,,Angel (individual),angel_or_individual,high,high,full,yes,"[""individual_affiliation_boundary"",""defi_affiliation_signal""]","Individual row is tied to Jarvis, a crypto/DeFi project, creating a strong operating-capability signal that requires full attribution review; capabilities remain non-attributable to the individual row."
8438,537505-03,Pasi Pohjala,,Angel (individual),angel_or_individual,low,low,light,yes,"[""individual_investor""]",Angel-investor row with no local or current-source crypto-native or operating-capability signal beyond ordinary investment context.
8439,482669-74,Pasquale LaVecchia,,Angel (individual),angel_or_individual,high,high,full,yes,"[""individual_affiliation_boundary"",""execution_venue_affiliation_signal""]","Individual row is affiliated with Oasis Pro Markets, a digital-securities ATS/execution venue, so full attribution review was required; operating venue capability is not inherited by the individual row."
8440,459183-43,Passbook Ventures,passbook.ventures,Venture Capital,traditional_vc_or_pe,low,low,light,yes,"[""financial_services_investor"",""former_name_aux21""]",Venture-capital and investment-management platform row with fintech/financial-services exposure but no explicit crypto-native or self-operated trading capability signal.
8441,1158813-01,Patagon Markets,patagonmarkets.com,Venture Capital,fund_vehicle_or_fund_platform,medium,unclear,full,yes,"[""spv_structure_signal"",""parent_affiliate_boundary"",""not_broker_dealer_disclaimer""]",Crypto/blockchain VC row whose official site describes private-market/SPV investment structures and a wider Patagon group with separate trading arms; full search was required to separate row-level structure from affiliate operating capabilities.
8442,431596-27,Pathfinder H,pathfinderh.com,Venture Capital,traditional_vc_or_pe,low,low,light,yes,"[""financial_services_investor"",""fund_name_signal""]",South Korean venture-capital investor with ordinary fund-name signal and no explicit crypto-native or self-operated trading/execution capability signal.
8443,525385-09,Patrick Bucquet,,Angel (individual),angel_or_individual,low,low,light,yes,"[""individual_financial_services_affiliation""]","Individual angel row with fintech/financial-services innovation background but no current personal trading, execution, DeFi, or fund-platform capability signal."
8444,264860-83,Patrick Byrne,,Angel (individual),angel_or_individual,high,medium,full,yes,"[""individual_affiliation_boundary"",""historical_execution_venue_affiliation""]","Individual row has historical/current blockchain-company affiliations including tZERO/Medici, requiring full attribution review, but company capabilities do not inherit to the individual."
8445,510423-13,Patrick Frost,,Angel (individual),angel_or_individual,low,low,light,yes,"[""individual_investor"",""limited_public_evidence""]","Angel-investor row with no local or current-source crypto-native, trading, DeFi, or fund-platform capability signal beyond ordinary investing context."
8446,452843-74,Patrick Hidalgo,,Angel (individual),angel_or_individual,medium,low,light,yes,"[""individual_affiliation_boundary"",""crypto_mining_or_payments_affiliation""]","Individual angel row with Bitt/Sazmining and fixed-income background signals, but no evidence of row-level operating trading, execution, DeFi, or fund-platform capability."
8447,510180-67,Patrick Linden,,Angel (individual),angel_or_individual,low,low,light,yes,"[""individual_investor"",""limited_public_evidence""]","Angel-investor row with no local or current-source crypto-native, trading, DeFi, or fund-platform capability signal beyond ordinary investing context."
8448,608949-01,Patrick Murck,,Angel (individual),angel_or_individual,high,low,light,yes,"[""individual_affiliation_boundary"",""crypto_legal_and_foundation_affiliation""]","Individual angel row with substantial Bitcoin/crypto-sector affiliations, but no evidence that the individual row currently operates trading, execution, DeFi, or sub-fund capabilities."
8449,530481-79,Patrick Sibetz,,Angel (individual),angel_or_individual,medium,low,light,yes,"[""individual_affiliation_boundary"",""crypto_rwa_affiliation""]","Individual angel row with Defactor/RWA crypto affiliation signals but no evidence of personal operating trading, execution, DeFi, or fund-platform capability."
8450,494944-12,Pattern Research,patternresearch.net,Venture Capital,market_maker_or_otc_firm,high,high,full,yes,"[""market_making_signal"",""defi_liquidity_signal""]","Official site describes Pattern Research as a crypto trading firm providing liquidity on centralized and decentralized venues with its own balance sheet, requiring full capability classification."
8451,509400-82,Paul Almasi,,Angel (individual),angel_or_individual,high,low,light,yes,"[""individual_affiliation_boundary"",""crypto_venture_affiliation""]","Individual row tied to Alchemy Ventures, a Web3/crypto venture platform, but no evidence of row-level operating trading, execution, DeFi, or sub-fund capability."
8452,265400-56,Paul Baty,,Angel (individual),angel_or_individual,medium,low,light,yes,"[""crypto_preferred_vertical"",""individual_investor"",""limited_public_evidence""]","Angel-investor row has local cryptocurrency/blockchain and fintech preferred-vertical signals, but no current-source evidence of personal operating trading, DeFi, or fund-platform capability."
8453,471363-31,Paul Connors,,Angel (individual),angel_or_individual,low,low,light,yes,"[""individual_investor"",""limited_public_evidence""]","Angel-investor row with no local or current-source crypto-native, trading, DeFi, or fund-platform capability signal beyond ordinary investing context."
8454,107486-74,Paul Holland,,Angel (individual),angel_or_individual,low,low,light,yes,"[""individual_venture_affiliations""]","Individual angel row with venture/advisory affiliations and SaaS/mobile interests, but no crypto-native or current operating trading/execution/DeFi capability signal."
8455,119012-05,Paul Holliman,,Angel (individual),angel_or_individual,low,low,light,yes,"[""individual_investor"",""limited_public_evidence""]",Angel-investor/advisor row with TMT context and no crypto-native or current operating trading/execution/DeFi capability signal.
8456,109344-88,Paul Jones,,Angel (individual),angel_or_individual,low,medium,full,yes,"[""individual_affiliation_boundary"",""hedge_fund_trading_affiliation""]","Individual row is founder/CIO of Tudor Investment and co-owner of Castleton Commodities, creating hedge-fund/commodity trading affiliation signals that require full attribution review; affiliation does not make the individual row an operating service provider."
8457,465597-55,Paul Martin,,Angel (individual),angel_or_individual,low,low,light,yes,"[""individual_nonfinancial_operator""]","Individual angel row tied to ProTrainings/media/web communities, with no current crypto-native, financial-trading, DeFi, or fund-platform capability signal."
8458,593825-05,Paul Sanfira,,Angel (individual),angel_or_individual,low,low,light,yes,"[""individual_investor"",""limited_public_evidence""]","Angel-investor row with no local or current-source crypto-native, trading, DeFi, or fund-platform capability signal beyond ordinary investing context."
8459,504046-72,Paul Wesendonk,,Angel (individual),angel_or_individual,low,low,light,yes,"[""individual_investor"",""former_investment_manager_affiliation""]",Individual angel row with a former Pixum investment-manager affiliation but no current crypto-native or operating trading/execution/DeFi capability signal.
8460,470624-14,PAUVEY Capital,,Venture Capital,traditional_vc_or_pe,low,low,light,yes,"[""financial_services_investor"",""limited_public_evidence""]",Hong Kong venture-capital row with ordinary investment-type context and no domain; exact-name searches did not find current crypto-native or operating trading/execution/DeFi capability evidence.
8461,463397-95,Pavel Cherkashin,,Angel (individual),angel_or_individual,low,low,light,yes,"[""individual_attribution"", ""crypto_context_no_capability""]","Individual angel/VC profile with financial and crypto-context writing, but searches did not show current self-operated trading, execution, DeFi, or parent/sub-fund capability attributable to the individual row."
8462,718193-98,Pavel Kravchenko,,Angel (individual),angel_or_individual,high,low,light,yes,"[""individual_attribution"",""crypto_context_no_capability""]","Individual angel profile has strong blockchain founder context through Distributed Lab, but capability attribution rules require current capability evidence for the individual row itself."
8463,509955-31,Pawao Capital,pawao.capital,Venture Capital,traditional_vc_or_pe,none,low,light,yes,"[""investment_firm_no_operating_signal""]",Venture/growth investor with e-commerce focus and no local or web signal for crypto-native or trading/execution operations.
8464,111779-83,PAXNet,paxnet.co.kr,Corporation,operating_company_disguised_as_investor,none,low,light,yes,"[""financial_services_no_execution_evidence""]","Securities information portal has financial-services context but evidence points to market information, analysis, and community content rather than executable brokerage or trading operations."
8465,58238-11,Paycloud Holdings,paycloud.inc,Holding Company,operating_company_disguised_as_investor,none,low,light,yes,"[""financial_services_no_trading_evidence""]","Holding company operates cashless, digital signage, and technology solution businesses; fintech/payment context exists but no trade execution or liquidity operation signal."
8466,437949-46,PAYMYNT,paymynt.money,Corporation,operating_company_disguised_as_investor,medium,low,full,yes,"[""stale_crypto_payment_context""]","Blockchain fintech/payment-company context and old crypto-payment acquisition evidence required full review, but the evidence concerns payments/rewards rather than trading or DeFi operation."
8467,97667-74,Paypal X Startup Accelerator,paypal-innovationlab.com,Accelerator/Incubator,accelerator_or_incubator,none,low,light,yes,"[""historical_program"",""child_or_affiliate_no_parent_inheritance""]","Historical PayPal accelerator/program context has payments affiliation but no current capability evidence for this row, and child/accelerator rows do not inherit PayPal capabilities."
8468,170720-20,PayPay Securities,paypay-sec.co.jp,VC-Backed Company,operating_company_disguised_as_investor,none,high,full,yes,"[""brokerage_execution_current""]",Operating securities company has explicit current brokerage/order-placement functionality through PayPay Invest and its securities app.
8469,435899-98,Peak Global Investments,peakgroup.com.hk,PE/Buyout,traditional_vc_or_pe,medium,low,light,yes,"[""portfolio_exposure_only""]","PE/VC investor has blockchain/fintech investment focus signals, but evidence is investment exposure rather than self-operated trading, DeFi, or execution capability."
8470,510073-93,Peak Performance Solutions (Tallahassee),peakps.com,PE-Backed Company,operating_company_disguised_as_investor,none,low,light,yes,"[""operating_company_no_financial_capability""]","PE-backed software/company row required light review because it appears in the investor graph, but official evidence shows public-safety compliance software rather than financial or crypto capability."
8471,442780-39,Peak Sustainability Ventures,peakventures.in,Impact Investing,traditional_vc_or_pe,low,low,light,yes,"[""local_crypto_vertical_not_operating_capability""]","Impact VC has local blockchain/fintech vertical context, but current official materials focus on climate investing and do not show operating trading or DeFi capability."
8472,162755-20,PeakChange,peakchange.co,Venture Capital,asset_manager_or_family_office,none,low,light,yes,"[""investment_firm_no_operating_signal""]","Private investment/family-office style firm has investment and fund exposure but no crypto, trading, execution, liquidity, or DeFi operating signal."
8473,58373-20,Pear (California),pear.vc,Venture Capital,traditional_vc_or_pe,medium,low,light,yes,"[""portfolio_exposure_only""]","Generalist seed VC has crypto/blockchain portfolio exposure signals, but no evidence of self-operated trading, execution, liquidity, DeFi operation, or parent sub-fund structure."
8474,597659-86,Pearl River Venture Capital,pearlriverventurecapital.com,Venture Capital,crypto_native_vc,high,low,light,yes,"[""portfolio_exposure_only""]","Blockchain-focused VC has high crypto-native investment focus but no current self-operated trading, market-making, execution, or DeFi operation evidence."
8475,432578-08,PeckShield,peckshield.com,VC-Backed Company,operating_company_disguised_as_investor,high,low,full,yes,"[""service_provider_only"",""defi_context_no_protocol_operation""]","Blockchain security operating company services DeFi/exchange ecosystems, but audits, monitoring, and security tooling are service-provider activity, not DeFi protocol operation or execution."
8476,169466-86,Peeli Ventures,peeliventures.com,Venture Capital,traditional_vc_or_pe,none,low,light,yes,"[""investment_firm_no_operating_signal""]",Shanghai VC/asset-manager profile has fintech investment-sector context but no operating trading/execution/liquidity capability signal.
8477,55481-05,Pegasus Tech Ventures,pegasustechventures.com,Venture Capital,fund_vehicle_or_fund_platform,low,medium,full,yes,"[""fund_platform_structure""]",Pegasus is a VCaaS/fund platform with current official evidence of corporate venture funds under its platform; no trading/execution/DeFi operating capability found.
8478,541512-10,Pendley Finance,,Corporation,unclear,unclear,unclear,full,yes,"[""identity_ambiguous"",""possible_name_mismatch""]","Exact-name searches did not verify a distinct Pendley Finance entity; nearby results point to Pendle Finance, a DeFi yield-trading protocol, but the source tie to this row is not established."
8479,483641-38,Peng Lu,,Angel (individual),angel_or_individual,unclear,low,light,yes,"[""identity_ambiguous"",""individual_attribution""]",Common-name individual angel row has insufficient identifying data; exact-name search returned multiple unrelated people and no current capability evidence.
8480,517949-56,Peng Zhong,,Angel (individual),angel_or_individual,unclear,low,light,yes,"[""identity_ambiguous"",""individual_attribution"",""crypto_context_no_capability""]",Common-name individual row has possible crypto-founder and non-crypto matches; no source clearly ties capability evidence to the row.
8481,110337-85,Penn Center for Innovation,pci.upenn.edu,Accelerator/Incubator,accelerator_or_incubator,none,low,light,yes,"[""accelerator_no_operating_capability""]","University accelerator/commercialization center supports startup formation and licensing, but does not itself operate trading/execution/liquidity or DeFi capability."
8482,231424-30,PennSpring Capital,pennspring.com,PE/Buyout,traditional_vc_or_pe,none,low,light,yes,"[""investment_firm_no_operating_signal""]","Lower middle-market PE investor has financial/investment context but no direct operating trading, execution, liquidity, DeFi, or sub-fund capability evidence."
8483,471296-98,Pentas Ventures,pentasventures.com,Venture Capital,traditional_vc_or_pe,low,low,light,yes,"[""investment_firm_no_operating_signal""]",Early-stage VC has fintech/technology investment context but no crypto-native or operating trading/execution/liquidity capability signal.
8484,500676-22,Pento vc,,Venture Capital,unclear,unclear,low,light,yes,"[""identity_ambiguous""]",No exact current source verified Pento vc as the row entity; searches surfaced unrelated Pento payroll company and a similarly named Pentos Ventures blockchain VC.
8485,589393-54,Pentoshi Pentoshi,,Angel (individual),angel_or_individual,high,low,light,yes,"[""individual_attribution"",""crypto_context_no_capability""]","Pseudonymous crypto angel/investor profile has high crypto context, but individual attribution rules require current capability evidence for the individual row itself."
8486,515515-96,Perffin Invest,perffingroup.com,PE/Buyout,asset_manager_or_family_office,none,low,light,yes,"[""financial_services_no_trading_evidence""]","Fintech-focused investment management group has financial-services investment exposure but no current direct trading, execution, liquidity, or DeFi operation evidence."
8487,664884-91,Perlone Capital,perlonecap.com,Venture Capital,traditional_vc_or_pe,none,low,light,yes,"[""investment_firm_no_operating_signal""]",New venture/investment management firm has no crypto or operating trading/execution capability signal in official or profile evidence.
8488,608788-72,PermaDAO,permadao.com,Venture Capital,crypto_native_vc,high,low,light,yes,"[""dao_community_no_defi_trading_evidence""]","Web3/Arweave DAO-community context is crypto-native, but evidence shows ecosystem contribution and community activity rather than DeFi trading/protocol operation."
8489,482033-53,Perpetual Value Partners,perpetualvp.com,Venture Capital,traditional_vc_or_pe,medium,low,light,yes,"[""current_status_limited"",""portfolio_exposure_only""]","Perpetual Value Partners has digital-assets and private-equity advisory/investment context, but evidence is advisory/portfolio exposure rather than operating trading or DeFi capability."
8490,97734-61,Perry Creek Capital,perrycreekcap.com,PE/Buyout,traditional_vc_or_pe,none,low,light,yes,"[""investment_firm_no_operating_signal""]","Private equity/asset manager has investment-management and pooled-fund context but no evidence of trading/execution service, market-making, DeFi, or qualifying sub-fund beyond ordinary fund-manager activity."
8491,442747-36,Persistence,persistence.one,VC-Backed Company,operating_company_disguised_as_investor,high,high,full,yes,"[""operating_company_row""]","Local row and official domain identify a crypto DeFi operating company with Persistence DEX and liquid-staking activity, so full current-source capability review was required."
8492,512745-76,Persol Venture Partners,vp.persol-group.co.jp,Corporate Venture Capital,traditional_vc_or_pe,low,low,light,yes,"[""row_is_venture_arm"", ""parent_company_named""]","Corporate venture capital/fund context requires light confirmation; official and trusted profiles show PERSOL Group CVC/HRTech investing rather than operating trading, execution, DeFi, or fund-platform capability."
8493,495878-68,Pete Kim,,Angel (individual),angel_or_individual,medium,low,light,yes,"[""individual_row"",""source_attribution_ambiguous""]","Exact-name probes show a crypto/Web3 Pete Kim tied to Coinbase Wallet and Polygon governance, but the local row has no disambiguating domain or employer, so light review and manual attribution caution are required."
8494,464265-82,Peter Bruhn,,Angel (individual),angel_or_individual,none,low,light,yes,"[""individual_row""]",Angel-investor status is an investing signal requiring light review; exact-name sources identify a Lenzbox business angel with no crypto or trading operating capability.
8495,108118-27,Peter Diamandis,diamandis.com,Angel (individual),angel_or_individual,medium,low,light,yes,"[""individual_row""]","Angel-investor row with limited crypto investment/advisory signals required light review, but individual affiliation and portfolio exposure do not establish operating capabilities."
8496,491129-83,Peter Ing,,Angel (individual),angel_or_individual,medium,low,light,yes,"[""individual_row"",""source_attribution_ambiguous""]","Exact-name probes found a crypto/Web3 founder profile, but the local row is name-only, so capability attribution remains limited to a light no-capability review."
8497,112982-32,Peter Livingston,,Angel (individual),angel_or_individual,low,low,light,yes,"[""individual_row"",""fund_manager_affiliation""]",Angel/VC investing role at Unpopular Ventures requires light review; sources show startup investing rather than trading or DeFi operation.
8498,467694-55,Peter Pan,,Angel (individual),angel_or_individual,none,low,light,yes,"[""individual_row"",""identity_ambiguous""]","Name-only angel row has an investing signal, so skip was not allowed; exact-name probes did not establish a capability-bearing identity."
8499,532565-56,Peter Park,,Angel (individual),angel_or_individual,none,low,light,yes,"[""individual_row"",""identity_ambiguous""]","Name-only angel row has an investing signal, so light review was required; probes did not establish operating capability evidence."
8500,512856-73,Peter Vessenes,,Angel (individual),angel_or_individual,high,low,full,yes,"[""individual_row"",""crypto_founder_affiliations""]","The local row has explicit Bitcoin, New Alchemy, CoinLab, and Lamina1 founder signals, so a full capability boundary review was required; individual affiliations do not create row-level operating capabilities."
8501,303903-55,Petri,petri.bio,Venture Capital,accelerator_or_incubator,none,low,light,yes,"[""row_is_child_platform"",""parent_company_named""]","Petri is a venture/accelerator program under Pillar VC focused on biology and engineering, so investor/fund context required light review but no crypto/trading signals were present."
8502,63150-76,PetVivo Holdings,petvivo.com,Holding Company,operating_company_disguised_as_investor,none,none,light,yes,"[""public_company_otc_market_listing_not_otc_service"",""skip_guard_reclassified_light""]","Light search required by deterministic guard; exact-domain probes found no relevant Part6 capability signal. Exact-domain and trusted probes show an animal-health biomedical device company; OTC Markets listing is a securities venue listing, not a self-operated OTC trading service."
8503,126671-14,Pfeffer Capital,,Venture Capital,asset_manager_or_family_office,medium,low,light,yes,"[""family_office_or_investment_firm""]",Investment/family-office context and John Pfeffer crypto commentary required light review; no direct operating trading or DeFi capability was found for the row.
8504,51006-34,Pfizer Ventures,,Corporate Venture Capital,traditional_vc_or_pe,none,low,light,yes,"[""row_is_venture_arm"",""parent_company_named""]","Corporate venture arm and fund context required light review; current official Pfizer sources show biopharma venture investing, not operating trading or DeFi capability."
8505,523409-86,PG (Australia),pg-group.io,Accelerator/Incubator,accelerator_or_incubator,high,low,light,yes,"[""crypto_incubator"",""official_site_not_confirmed_by_search""]","Local and trusted-database context identifies PG/Project Godijra as a Web3 crypto/blockchain incubator, requiring light review; no operating trading capability evidence was found."
8506,158520-52,PG Group,pggroup.co.za,Corporation,operating_company_disguised_as_investor,none,none,skip_candidate,no,[],"Exact-domain and trusted probes show a South African glass manufacturing/distribution group unrelated to crypto, financial services, investing, trading, DeFi, or fund structures."
8507,592622-92,Phaedrus (United States),,Venture Capital,traditional_vc_or_pe,medium,low,light,yes,"[""crypto_investment_signal"",""limited_public_profile""]","PitchBook and crypto-market fundraising references show a venture investor with crypto deal exposure, requiring light review; portfolio exposure alone is not an operating capability."
8508,520480-81,PharmStars,pharmstars.com,Accelerator/Incubator,accelerator_or_incubator,none,low,light,yes,"[""accelerator_row""]","Accelerator context required light review; official sources show pharma/digital-health startup acceleration, not crypto or trading capabilities."
8509,736627-51,Pharsalus Capital,pharsalus.com,Venture Capital,crypto_native_vc,high,medium,full,yes,"[""crypto_native_investment_firm"",""builds_protocols_language""]","Official sources say Pharsalus invests in and builds crypto companies/protocols, so full review was required to separate builder/investor language from current trading or DeFi capabilities."
8510,481212-73,Phenomenon Capital,,Venture Capital,crypto_native_vc,high,low,light,yes,"[""crypto_native_investment_firm"",""limited_public_profile""]","Secondary profiles and firm-published content identify a crypto/Web3/NFT venture investor, requiring light review; no operating capability evidence was found."
8511,501448-96,Pheonix CryptoVC,,Venture Capital,crypto_native_vc,high,low,light,yes,"[""name_spelling_variation"",""current_status_unclear""]","Exact and spelling-variant probes identify Phoenix Crypto VC as a Dubai crypto venture firm, but current status is unclear; no direct operating capability evidence was found."
8512,277793-29,Phil Chen,,Angel (individual),angel_or_individual,high,low,full,yes,"[""individual_row"",""crypto_operator_affiliations""]","Local crypto/blockchain verticals and sources tying Phil Chen to HTC Exodus, Race Capital, and Cold Electric required full individual-attribution review; affiliations do not create individual row capabilities."
8513,521428-87,Phil Huang,,Angel (individual),angel_or_individual,unclear,low,light,yes,"[""individual_row"",""identity_ambiguous""]","Name-only angel row has investing relevance and exact-name probes found ambiguous/non-attributable results, so light review and manual review are required."
8514,501035-23,Phil Rubin,,Angel (individual),angel_or_individual,none,low,light,yes,"[""individual_row""]","Angel-investor row required light review; exact-name sources show loyalty/marketing and board/advisory roles, not crypto or trading operations."
8515,551676-79,Philip Gasslander,,Angel (individual),angel_or_individual,medium,low,light,yes,"[""individual_row"",""crypto_investment_signal""]","Exact-name probes show angel/venture involvement in Web3 funding contexts, requiring light review; portfolio exposure does not support operating capabilities."
8516,470004-85,Philip Liu,,Angel (individual),angel_or_individual,unclear,unclear,light,yes,"[""individual_row"",""identity_ambiguous""]","Exact-name probes returned multiple finance/crypto-adjacent Philip or Phillip Liu profiles and no disambiguating local fields, so light review and manual attribution are required."
8517,500935-24,Philipp Banhardt,,Angel (individual),angel_or_individual,high,low,light,yes,"[""individual_row"",""crypto_founder_affiliation""]","Exact-name sources show crypto angel/founder affiliations, requiring light review; individual founder or portfolio exposure does not establish row-level operating capabilities."
8518,186249-07,Philipp Freise,,Angel (individual),angel_or_individual,low,low,light,yes,"[""individual_row"",""private_equity_affiliation""]",Angel-investor row and KKR private-equity affiliation required light review; individual PE role does not provide row-level operating trading or DeFi capability.
8519,539176-42,Philipp Schams,,Angel (individual),angel_or_individual,low,low,light,yes,"[""individual_row"",""fund_manager_affiliation""]",Angel-investor row and founding partner affiliation at S5V required light review; no operating trading or DeFi capability evidence was found.
8520,608949-10,Phillippe Barreau,,Angel (individual),angel_or_individual,low,low,light,yes,"[""individual_row"",""name_spelling_variation"",""identity_ambiguous""]","The row is name-only and appears to match Philippe Barreau spelling variants in government/security and banknote/token-adjacent contexts, but attribution is ambiguous and no operating capabilities were found."
8521,235010-89,Phin Upham,,Angel (individual),angel_or_individual,low,low,light,yes,"[""individual_attribution_boundary""]","Individual angel/fintech investor in the Part5 token-company graph; financial-services investing signal requires light confirmation, but individual attribution rules make operating capabilities unlikely without direct current evidence."
8522,465801-13,Phoenix Global (Bloackchain Platform),phoenix.global,Corporation,operating_company_disguised_as_investor,high,high,full,yes,"[""operating_company_row"",""ai_dex_scope""]","Phoenix Global is a crypto-native operating platform with explicit quantitative AI trading and AI DEX signals, requiring full capability review."
