task_index,InvestorID,InvestorName,InvestorAlsoKnownAs,InvestorFormerName,InvestorLegalName,Website,normalized_domain,ParentCompany,Exchange,Ticker,HQLocation,HQCountry,PrimaryInvestorType,OtherInvestorTypes,PreferredInvestmentTypes,PreferredVerticals,OtherInvestmentPreferences,LastClosedFundName,LastClosedFundType,Description,MatchedKeywords,MatchedColumns,InvestorCapabilityContext,SearchPolicy,AgentTaskScope
10532,163805-77,MERIT CRO,MERIT,"EyeKor, CompleWare","MERIT CRO, Inc.",www.meritcro.com,meritcro.com,,,,"Madison, WI",United States,VC-Backed Company,,"Early Stage VC, Later Stage VC, Merger/Acquisition",,Prefers majority stake,,,"Provider of independent, centralized endpoint services for clinical trials in the ophthalmology, oncology, and respiratory subspecialties. The company offers various services such as imaging, respiratory technology, study management, site management, and quality assurance, enabling healthcare professionals to get clinical trial data collection and interpretation, and accelerating the improvement of patient therapeutic options.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: VC-Backed Company | PreferredInvestmentTypes: Early Stage VC, Later Stage VC, Merger/Acquisition | CompanyInvestorRelation: MON Protocol; status=Active; holding=Minority; since=02/02/2024 | DealInvestorRelation",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
10533,535762-72,Merit Leib,,,,,,,,,,,Angel (individual),,,,,,,Ms. Merit Leib is an Angel Investor. She served as Advisor at Redcurry.,part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Angel (individual) | CompanyInvestorRelation: Redcurry; status=Active; holding=Minority; since=09/19/2023 | DealInvestorRelation: Redcurry; deal=241487-29T; date=09/19/2023; type=Early Stage VC; lead=No; fund=",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
10534,550434-07,MerkieTech,,,,,,,,,"Dubai, United Arab Emirates",United Arab Emirates,Venture Capital,,"Early Stage VC, Later Stage VC, Seed Round",,"Prefers minority stake, Will syndicate",,,"MerkieTech is a venture capital firm based in Dubai, United Arab Emirates.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Venture Capital | PreferredInvestmentTypes: Early Stage VC, Later Stage VC, Seed Round | CompanyInvestorRelation: Exverse; status=Active; holding=Minority; since=12/31/2023 | DealInvestorRelation: Exverse; deal",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
10535,484314-04,Merkle Capital,,,,,,,,,"Bangkok, Thailand",Thailand,Venture Capital,,"Early Stage VC, Later Stage VC, Seed Round",,"Prefers minority stake, Will syndicate",,,,part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Venture Capital | PreferredInvestmentTypes: Early Stage VC, Later Stage VC, Seed Round | CompanyInvestorRelation: RioDeFi; status=Active; holding=Minority; since= | DealInvestorRelation: RioDeFi; deal=172191-88",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
10536,490033-81,Merkle Labs,,,,,,,,,"San Francisco, CA",United States,Accelerator/Incubator,Venture Capital,"Accelerator/Incubator, Early Stage VC, Seed Round",,"Prefers minority stake, Will syndicate",,,"Merkle Labs is an incubator based in San Francisco, California.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation|lead_investor,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Accelerator/Incubator | OtherInvestorTypes: Venture Capital | PreferredInvestmentTypes: Accelerator/Incubator, Early Stage VC, Seed Round | CompanyInvestorRelation: Bagels Finance; status=Former; holding=Minori",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
10537,500848-30,Meros Equity Global Management,,,Meros Equity Global Management s.r.o,www.meros-equity.com,meros-equity.com,,,,"Prague, Czech Republic",Czech Republic,Venture Capital,Growth/Expansion,"Early Stage VC, IPO, Later Stage VC",,"Prefers minority stake, Will syndicate",,,"Founded in 2017, Meros Equity Global Management is a venture capital firm based in Prague, Czech Republic. The firm seeks to invest in financial services & information technology sectors based in the United States & European region.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Venture Capital | OtherInvestorTypes: Growth/Expansion | PreferredInvestmentTypes: Early Stage VC, IPO, Later Stage VC | CompanyInvestorRelation: Circle; status=Former; holding=Minority; since=08/21/2023 | Deal",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
10538,762491-53,Meta ALCHEMIST,,,,,,,,,,,Angel (individual),,,,,,,,part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Angel (individual) | CompanyInvestorRelation: Redacted (Financial Services); status=Active; holding=Minority; since=06/26/2024 | DealInvestorRelation: Redacted (Financial Services); deal=288021-61T; date=06/26/",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
10539,509563-81,Meta Edge Technologies,,,,www.metaedgetechs.com,metaedgetechs.com,,,,,,Corporation,,Merger/Acquisition,,Prefers majority stake,,,,part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Corporation | PreferredInvestmentTypes: Merger/Acquisition | CompanyInvestorRelation: BitBrawl; status=Active; holding=Minority; since=02/01/2024 | DealInvestorRelation: BitBrawl; deal=194785-12T; date=02/01/20",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
10540,537030-10,Meta Explorer,,,,,,,,,,,Venture Capital,,"Early Stage VC, Later Stage VC, Seed Round",,"Prefers minority stake, Will syndicate",,,,part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Venture Capital | PreferredInvestmentTypes: Early Stage VC, Later Stage VC, Seed Round | CompanyInvestorRelation: Moonstone Labs; status=Active; holding=Minority; since=12/28/2021 | DealInvestorRelation: Moonst",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
10541,490812-13,Meta One Capital,,,,,,,,,Canada,Canada,Venture Capital,,"Early Stage VC, Later Stage VC, Seed Round",,"Prefers minority stake, Will syndicate",,,,part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Venture Capital | PreferredInvestmentTypes: Early Stage VC, Later Stage VC, Seed Round | CompanyInvestorRelation: Functionland; status=Active; holding=Minority; since=01/25/2022 | DealInvestorRelation: Function",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
10542,10695-52,Meta Platforms,"Meta, Velox",Facebook,"Meta Platforms, Inc.",www.meta.com,meta.com,,NAS,META,"Menlo Park, CA",United States,Corporation,,"Early Stage VC, Later Stage VC, Merger/Acquisition",TMT,Prefers majority stake,The Frontier Fund,Venture Capital - Early Stage,"Meta is the largest social media company in the world, boasting close to 4 billion monthly active users worldwide. The firm's ""Family of Apps,"" its core business, consists of Facebook, Instagram, Messenger, and WhatsApp. End users can leverage these applications for a variety of different purposes, from keeping in touch with friends to following celebrities and running digital businesses for free. Meta packages customer data, gleaned from its application ecosystem and sells ads to digital advertisers. While the firm has been investing heavily in its Reality Labs business, it remains a very small part of Meta's overall sales.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Corporation | PreferredVerticals: TMT | PreferredInvestmentTypes: Early Stage VC, Later Stage VC, Merger/Acquisition | CompanyInvestorRelation: Cindicator; status=Active; holding=Minority; since=08/10/2017 | De",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
10543,503039-08,meta seed ventures,,,,,,,,,,,Venture Capital,,"Early Stage VC, Later Stage VC, Seed Round",,"Prefers minority stake, Will syndicate",,,,part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Venture Capital | PreferredInvestmentTypes: Early Stage VC, Later Stage VC, Seed Round | CompanyInvestorRelation: DeHR Network; status=Former; holding=Minority; since=12/13/2021 | DealInvestorRelation: DeHR Net",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
10544,490820-50,Meta Ultra Holdings,,,,,,,,,Singapore,Singapore,Venture Capital,,"Early Stage VC, Later Stage VC, Seed Round",,"Prefers minority stake, Will syndicate",,,,part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Venture Capital | PreferredInvestmentTypes: Early Stage VC, Later Stage VC, Seed Round | CompanyInvestorRelation: Business Age of Empires; status=Former; holding=Minority; since=01/26/2022 | DealInvestorRelatio",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
10545,342180-73,MetaApp,,,"Beijing Zhanxinzhanli Information Technology Co., Ltd.",www.metaworld.app,metaworld.app,,,,"Beijing, China",China,Venture Capital,,"Early Stage VC, Later Stage VC, Seed Round",,"Prefers minority stake, Will syndicate",,,"Developer of an integration platform intended to increase the efficiency of mobile Internet information distribution. The company's platform allows users to launch applications without installation and open multiple mobile apps simultaneously, thereby enabling users to save memory, improve mobile performance and compress traffic by a significant amount.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Venture Capital | PreferredInvestmentTypes: Early Stage VC, Later Stage VC, Seed Round | CompanyInvestorRelation: Project Twelve; status=Active; holding=Minority; since=10/27/2023 | DealInvestorRelation: Projec",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
10546,260168-95,Metablocks,,,,metablocks.com,metablocks.com,,,,"Franklin, TN",United States,Corporation,,Merger/Acquisition,,Prefers majority stake,,,"Designer and developer of social media and digital activations for music, entertainment, and consumer brands. Metablocks offers presave to Spotify and Deezer, widget and retail landing page platform, playlist management and marketing platform, photo booths and meme generators, standard and custom Spotify applications, and voice and text/SMS driven applications. They also specialize in Facebook page application design and development, Twitter and Facebook marketing applications, widget design and development, and QR code and AR code solutions for the music and entertainment industries. The company is located in Franklin, TN.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Corporation | PreferredInvestmentTypes: Merger/Acquisition | CompanyInvestorRelation: ByteNext; status=Former; holding=Minority; since=05/24/2021 | DealInvestorRelation: ByteNext; deal=195021-73T; date=05/24/20",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
10547,496525-69,Metachain,,,,www.metachain.one,metachain.one,,,,"Miramar, FL",United States,VC-Backed Company,Corporation,Merger/Acquisition,,Prefers majority stake,,,"Developer of a virtual world blockchain gaming platform designed for customers to own and manage virtual land and other assets. The company's platform connects to the DeFi world and allows investors to acquire virtual assets in a virtual city, enabling users to own digital assets and earn passive income.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: VC-Backed Company | OtherInvestorTypes: Corporation | PreferredInvestmentTypes: Merger/Acquisition | CompanyInvestorRelation: Unfettered Ecosystem; status=Active; holding=Minority; since=05/13/2022 | DealInvest",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
10548,492664-15,Metacipher Fund,,,,metacipher.fund,metacipher.fund,,,,"Dubai, United Arab Emirates",United Arab Emirates,Venture Capital,,"Early Stage VC, Later Stage VC, Seed Round",Cryptocurrency/Blockchain,"Prefers minority stake, Will syndicate",,,"Founded in 2018, Metacipher Fund was a venture capital firm based in Dubai, United Arab Emirates. The firm sought to invest in blockchain platforms, infrastructure projects, and financial services sectors.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Venture Capital | PreferredVerticals: Cryptocurrency/Blockchain | PreferredInvestmentTypes: Early Stage VC, Later Stage VC, Seed Round | CompanyInvestorRelation: FXDX Exchange; status=Former; holding=Minority;",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
10549,484519-51,Metacollective,,,,,,,,,Netherlands,Netherlands,Venture Capital,,"Early Stage VC, Later Stage VC, Seed Round",,"Prefers minority stake, Will syndicate",,,,part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Venture Capital | PreferredInvestmentTypes: Early Stage VC, Later Stage VC, Seed Round | CompanyInvestorRelation: Matrix One; status=Active; holding=Minority; since=11/30/2021 | DealInvestorRelation: Matrix One",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
10550,502676-29,Metaconomy Capital,,,,,,,,,,,VC-Backed Company,,Merger/Acquisition,,Prefers majority stake,,,,part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: VC-Backed Company | PreferredInvestmentTypes: Merger/Acquisition | CompanyInvestorRelation: DAO Maker; status=Active; holding=Minority; since=12/09/2020 | DealInvestorRelation: DAO Maker; deal=168612-31T; date=",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
10551,497334-61,MetaEstate,,,MetaEstate Pte. Ltd.,www.metaestate.com,metaestate.com,,,,"Singapore, Singapore",Singapore,Asset Manager,,Merger/Acquisition,Cryptocurrency/Blockchain,Prefers majority stake,,,"Founded in 2021, MetaEstate is an asset manger based in Singapore. The firm's business is centered on leading global metaverse projects by acquiring quality assets, accurately planning sites, building excellent buildings, introducing famous IPs, developing usage scenarios, conducting marketing activities, and providing property management services.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Asset Manager | PreferredVerticals: Cryptocurrency/Blockchain | PreferredInvestmentTypes: Merger/Acquisition | CompanyInvestorRelation: SecondLive; status=Active; holding=Minority; since=09/30/2024 | DealInvest",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
10552,439471-36,MetaKing Studios,,,"Shanghai Jizai Information Technology Co., Ltd.",www.metakingstudios.com,metakingstudios.com,,,,"Shanghai, China",China,VC-Backed Company,,Merger/Acquisition,,Prefers majority stake,,,"Developer of a blockchain-based grand strategy game. The company's medieval grand strategy MMO (massively multiplayer online) game is developed on NEO blockchain, which allows players to create heroes, earn items, trade them in markets, conquer cities, and fight battles, enabling players to enjoy the fun of grand strategy.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: VC-Backed Company | PreferredInvestmentTypes: Merger/Acquisition | CompanyInvestorRelation: KAP Games; status=Active; holding=Minority; since=04/20/2022 | DealInvestorRelation: KAP Games; deal=204659-20T; date=",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
10553,498438-82,Metal VC,,,,,,,,,"San Francisco, CA",United States,Venture Capital,,"Early Stage VC, Later Stage VC, Seed Round",,"Prefers minority stake, Will syndicate",,,,part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Venture Capital | PreferredInvestmentTypes: Early Stage VC, Later Stage VC, Seed Round | CompanyInvestorRelation: Soulbound; status=Former; holding=Minority; since=06/15/2022 | DealInvestorRelation: Soulbound;",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
10554,225945-73,Metaline Services,,,Metaline Services SAS,www.metaline.fr,metaline.fr,,,,"Nanterre, France",France,PE-Backed Company,,"Add-on, Buyout/LBO, Merger/Acquisition","Mobile, TMT",Prefers majority stake,,,"Provider of information technology outsourcing services intended to serve clients from the banking, telecommunication and transportation sector. The company offers an entire spectrum of managed services including workstation and infrastructure outsourcing, data security, data center services and helpdesk service as well as installation and deployment of software and hardware to enterprises, helping them focus on their core operations by delegating their IT operations easily.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: PE-Backed Company | PreferredVerticals: Mobile, TMT | PreferredInvestmentTypes: Add-on, Buyout/LBO, Merger/Acquisition | CompanyInvestorRelation: Aperture (Financial Services); status=Active; holding=Minority;",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
10555,1146493-99,MetaMind Labs,,,,www.metamindlabs.com,metamindlabs.com,,,,"London, United Kingdom",United Kingdom,Accelerator/Incubator,,Accelerator/Incubator,"Cryptocurrency/Blockchain, FinTech, SaaS, TMT",,,,"MetaMind Labs was an accelerator and incubator firm based in London, United Kingdom. The firm provided mentoring and a range of workshops.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Accelerator/Incubator | PreferredVerticals: Cryptocurrency/Blockchain, FinTech, SaaS, TMT | PreferredInvestmentTypes: Accelerator/Incubator | CompanyInvestorRelation: Defibet.House; status=Former; holding=; sin",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
10556,161126-83,Metaplanet,,,Metaplanet Inc,www.metaplanet.jp,metaplanet.jp,,TKS,3350,"Tokyo, Japan",Japan,Corporation,,Merger/Acquisition,,Prefers majority stake,,,"Metaplanet is engaged in the hotel business and also builds and invests in decentralized, trustless, and secure web3 platforms, companies, and communities that leverage the power of blockchain technology. The company strives to create a more equitable and decentralized digital economy, where users have full control over their data and assets and to enable practical Web3 adoption for all. Its reportable segments are Hotel Business and Others. The majority of its revenue is generated from the Hotel Business segment which includes operating and managing the Royal Oak hotel in Japan.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Corporation | PreferredInvestmentTypes: Merger/Acquisition | CompanyInvestorRelation: Fhenix; status=Active; holding=Minority; since=09/26/2023 | DealInvestorRelation: Fhenix; deal=241990-75T; date=09/26/2023;",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
10557,484520-77,MetaPortal,,,,,,,,,,,Angel Group,Angel (individual),,,,,,,part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Angel Group | OtherInvestorTypes: Angel (individual) | CompanyInvestorRelation: Matrix One; status=Active; holding=Minority; since=11/30/2021 | DealInvestorRelation: Matrix One; deal=184333-06T; date=11/30/2021",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
